0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Information Technology Scheme of Work for Primary/Basic 2,Information Technology Scheme of Work for Primary/Basic 2,Information Technology Scheme of Work for Primary/Basic 2
,CLASS,Primary/Basic 2
,SUBJECT,Information Technology
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,REVSION OF LAST TERM’s WORK,
2,History of computer Origin of computer,"At the end of the lesson, pupils should be able to: i. Associate with the names of the computer invented and their inventors"
3,Analogue computer Digital computer Hybrid computer,"At the end of the lesson, pupils should be able to: i. explain Analogoe, Digital and Hybrid computers"
4,-Analogue computer -Digital computer -Hybrid computer,"At the end of the lesson, pupils should be able to i. explain Analogue, Digital and Hybrid computers"
5,Features of CPU -Ports -Buttons etc.,"At the end of the lesson, pupils should be able to: i. Identify the different features of the CPU and state its functions."
6,Features of CPU – Ports -Buttons etc,"At the end of the lesson, pupils should be able to: i. Identify the different features of the CPU and state its functions."
7,MID-TERM ASSESSMENT,MID-TERM ASSESSMENT
8,Features of System Unit -Ports -Buttons etc.,"At the end of the lesson, pupils should be able to i. identify the different features of the CPU and state its functions"
9,Uses of special keys on the keyboard tab key -Conto key -Spacebar -Enter kev -Function key etc,"At the end ot thc lesson, pupils should be able to: i.Identify the special keys on the keyboard ii. Determine the functions of the special keys on the keyboard,"
10,Use of special keys on the keyboard etc,"At the end of the lesson, pupils should be able to i. identify the special keys on the keyboard ii. determine the functions of the spectal keys on the keyboard"
11,Revision,Revision
12,Examination,Examination
