0,1,2
,CLASS,Primary/Basic 2
,SUBJECT,English Studies
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,(A)Revision of first term work: oral and Witten comprehension.,"By the end of the lesson, pupils should be able to: 1) examine and label pictures in books. 2) list and identify comprehension strategies. 3) apply comprehension strategies to text."
,(B). Revision of first term work: the witing process.,"By the end of the lesson, pupils should be able to: 1) define elements of writing process. 2) explain the witing process. 3) apply the process to write outlines on a given letter writing."
,"(C). Revision of first term work: structure, stories, rhymes, on the needs to wash hands before eating.","By the end of the lesson, pupils should be able to: 1) itemize what to use in washing our hands 2)compose song on washing of hands 3) dramatize washing of hands songs."
,(D). Revision of first term work: Phonics vowel sound /ai/.,"By the end of the lesson, pupils should be able to: 1) recognise the /ai/ sound. 2) pronounce the /ai/ sound 3) blend words for reading and spelling-"
,(E). Revision of first term wort: colour and matching colours,"By the end of tie lessm, pupils should be able to: (i) idenüfy basic colours. (ii) locate real world objects of a specific colour. (iii) match the colour given with the objects."
2,(A).Grammar Sentence Types,"By the end of the lesson, pupils should be able to: (i)explain why correct sentence structure is important. (ii)begin wrtten sentences with capital letters. (iii) explain the types of sentence e.g. statements, questions, commands, and exclamations. (iv) end written sentences with the appropriate punctuafion marks e.g. period, question mark, and exclamation marks."
2,B).Vocabulary building.-new words and reading.,"By the end of the lesson, pupils should be able to: (i) describe vocabulary building; (i) generate new words from the passage; (iii) analyse techniques used in readtng,"
2,Phonic: consonant sounds clusters,"By the end of the lesson, pupils should be able to: (i) pronounce consonant sounds in isolation; (ii)differentiate between consonant sounds in isolation and those in pairs; (iii) pronounce consonant clusters correctly. (iv)identify consonant clusters in words. (v) produce words with consonant clusters correctly"
2,D).oral and written comprehension.,"By the end of the lesson, pupils should be able to: (i) examine and label pictures in books. (ii) list and identify comprehension strategies. (iii) apply comprehension strategies to text."
2,E).Storytelling,"By the end of the lesson, pupils should be able to: (i) develop an understanding about the importance of storytelling. (ii) apply the techniques of telling a story. (iii) create stories."
3,"(A).Grammar: present, past and future actions.","By the end of lesson, pupils should be able to: (i) explain the concept of tense (ii)identify the tense by circling it in a sentence. (iii)make songs with the tenses with action. (iv)write sentences using the past, present or future tense."
3,B) Supplementar y Reading.,"By the end of the lesson, pupils should be able to: (i) read and share with other pupils the story read. (ii) discuss lessons leamt from the book. (iii) relate events in the story to their personal lives."
3,Vocabulary building: New words and Meaning,"By the end of the lesson, pupils should be able to: (i) combine words to make meaning. (ii) identify the meaning of each word given to them. (iii)use the new words in sentences."
3,(E). Poems and Rhymes.,"By the end of the lesson, pupils should be able to: (i) recognise rhyming poems (ii) demonstrate recognition of rhyming words. (iii)determine whether two words rhyme or not."
4,"(A). Speech Work: Phonemic Awareness, Vowel Sounds /i/ /i;/, sea, eat, bin, sit.","By the end of the lesson, pupils should be able to: (i)produce the vowel sounds as in cut, spot, court, sport; (ii)pronounce the vowel sounds; (iii)match the sounds with words."
