0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,Mathematics
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Revision of 2nd term topics Emphasis on i. ratio and proportion ii. money iii. plane shapes Number base i. Binary number ii. Denary number iii. Quantitative reasoning,"Pupils should be able to: a. revise 2nd terms topic on ratio, proportion, money and plane shapes b. participate in resumption test Pupils should be able to: a. write numbers in binary numbers b. convert denary (base 10) to binary (base 2) c. convert denary to other number bases and vice versa d. add and subtract number bases from binary to denary e. multiply and divide number bases from binary to denary"
2,"Angles Angles, line and bearing","Pupils should be able to: a. explain the meaning of angle in details and give some samples in the classroom environment b. mention different types of angle c. measure angles in degree using clockes eg 30, 45, 60, 90, 120 etc. d. explain the term line and pinpoint some lines in the classroom e. measure different types of line accurately f. identify various types of angle and line"
3,Polygon,"Pupils should be able to: a. explain the term polygon in details b. name some two dimensional shapes not exceeding octagon e.g i. triangles(three sided shapes) right angled triangle, isoscele triangle, equaletral triangle, scalene ii. quaddrileteral(four sided shapes) square, rectangle, kite, rhumbus, trapezium etc. iii. pentagon(five sided shapes) iv. hexagon(six sided shapes) v. heptagon(seven sided shapes) vi. octagon(8 sided shapes) c. draw any kind of polygon incluidng their names d. draw lines of symetry of polygons"
4,"Time, Distance and Average speed. -Time – Distance -Average speed -Real life problems -Quantitaüve Reasoning","Pupils should be able to: i. calculate the distance, time and average speed of objects or persons. e.g. a. Distance = Average speed x Time b. Time = Distance / Average speed c. Average speed = Distance / Time. NB: Distance, Average speed and time are measured in Km or m; Km/hr or m/s and Hr or seconds."
5,Volume and Capacity -Cube -Cuboid -Cylinder -Cone etc -Quantitative Reasoning,"Pupils should be able to: a. calculate the volume of 3 dimensional shape such as cube, cuboid, cylinder, prism etc b. state the properties of solid shapes. c. calculate the capacity of liquid in litres d express capacity in litre and in centilitres cube e. explan the difference between volume and capacity e g. volume is how much space an object takes up while capacity is the amount of liquid a container can hold f. derive the formulae of volume of"
6,"Everything Statistics -Population represented on pictogram, bar chart and pie chart -Measures of central tendency Mode Median Mean Range Probability",Pupils should be able to: a. find the mode from a set of numbers b. identify the median from a given set of numbers c. calculate mean of a given set of number d. solve problems on chances of event e. solve quantitative aptitude problems relateing to statistics and probability
7,MID TERM BREAK,MID TERM BREAK
8,Revision on numbers.,Pupils should be able to: i. use basic operations to solve exercises on whole numbers up to billions.
9,Revision of past questions,"Pupils should be able to: i. solve exercises on placement test pack, ii. model entrance test iii. solve exercises on related entrance examinations questions"
