0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,Security Education
,TERM,Third Term
,TOPICS,Learning Objectives
1.0,Revision of Last Term’s Work,
2.0,Avoiding Criminal Behaviour,"By the end of this lesson, pupils should be able to: i. Identify ways to avoid involving in crime."
3.0,"Anti- Social Behavior (ASB) e.g. Aggressive behavior, Violence, Racism","By the end of this lesson, pupils should be able to: i. Describe anti- social behavior in the society. ii. Discuss the effects ofantisocial behavior in the society"
4.0,"Violence offers e.g. Murder: Rape, Robbery, Man Slaugher","By the end of this leson, pupils should be able to: i. Explain violence ii. Give examples of some violence offences in be society"
5.0,Solution to road accident,"By the end of this lesson, pupils should be able to: i. Describe road accident ii. Proffer solution to road accident"
6.0,Sexual Offences,"Bythe end ofthis lesson, pupils should be able to: i. Describe sexual offences ii. Itemize some sexual offences"
7.0,MID-TERM BREAK,MID-TERM BREAK
8.0,Avoiding Criminal Behaviour e.g.Theft,"By the end ofthis lesson, pupils should be able to: i. Explain theft ii. Describe actions that could be referred to as theft"
9.0,Avoiding peer pressure,"By the end ofthis lesson, pupils should be able to: i. Describe peer pressure ii. Identify the behavior that could be the result of peer pressure"
10.0,Avoiding Criminal Behavior e.g. Gang,"By the end of this lesson, pupils should be able to: i. Describe gang ii. Outline the characteristics of a gang"
11.0,Contentment as an instrument of avoiding criminal behaviour,"By the end of this lesson, pupils should be able to: i. Explain contentment ii. Discuss the Characteristics of satisfaction"
12.0,Enlightenment on Good Family Life,"By the end of this lesson, pupils should be able to: i. Give the characteristics of a good family life ii. Analyze the advantages of a good family life."
13.0,EXAMINATION,EXAMINATION
