0,1,2
,CLASS,Primary/Basic 1
,SUBJECT,Civic Education
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Revision of last term work/ first term examination questions,Pupils should be able to: i. recall some of the last term work during revision done with them by the teacher.
2,Rules and Regulations -Meaning – Importance,"By the end of the lesson, pupils should be able to: i. explain in details what is meant by regulations; ii. highlight and expertiate on specific examples of rules and regulations iii. create their own classroom rules with the help of their teacher;"
3,"Gains Of obeying -Rules and -Regulations -Love by elders Gift from elders and friends -Praise reward from famil and constitute authority,",Pupils should be able to: i. explain what is meant by gains ii.highlight at least six gains of obeying the rules and regulations
4,Result of Disobeying Rules and Regulations – Unhappiness -Punishment -Denial of rivile es Rejection y ove ones,Pupils should be able to: i. explain what it means to be disobedient ii. highlight results of disobeying rules and regulations iii. analyze the results of disobe in rules and regulations.
5,Importance of school Rules and Regulations,"By the end of the lesson , pupils be able to: i. memorize their school rules and regulations recite and explain their school rules and regulations."
6,"Why Rules and Regulations are necessary -To protect life and -To promote peace and progress -To guide our behaviors at home, school and in public places.",Pupils should be able to: i. Identify at least four importance of rules and regulations ii. Explain two importance of the rules and regulations identified above
7,MID TERM TEST/MIDTERM BREAK,MID TERM TEST/MIDTERM BREAK
8,"Result of not obeying Govemment Rules and Regulations. Imprisonment,Pay ment offlnes etc",Pupils should be able to: i. explain what government rules are; ii. discuss various reasons for the government rules and regulations; iii. highlight at least two results of not obeying government rules and regulatons.
9,Result of not obeying Government Rules and Regulations,Pupils should be able to: i. explain the importance of obeying government rules and regulations ii. highlight thc consequences of not obeying governincnt rules and regulations iii. outline ways to make people follow set down rules and regulations. E.g. class rules.
10,"Obedience -meaning -obedience at home, school and obedience to God.","By the end ofthe lesson, pupils should be able to; i. explain the meaning of obedience ii. highlight the importance of obedience as the tools for obeying rules and regulation. iii. discuss what it means to be obedient to parents, school authority and God."
11,Food safety Guide to food safety,Pupils should be able to: i. Mention things to took out for in a safety food.
12,REVISION AND EXAMINATION,REVISION AND EXAMINATION
