0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Civic Education Scheme of Work for Primary/Basic 4,Civic Education Scheme of Work for Primary/Basic 4,Civic Education Scheme of Work for Primary/Basic 4
,CLASS,Primary/Basic 4
,SUBJECT,Civic Education
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,-Definition of Governance -Meaning of Good Governance,By the end of the lesson pupils should be able to: i. Explain governance ii. Discuss the meaning of good governance iii. Demonstrate good governance in the community.
2,Types of Governance e.g. -Democratic governance -Economic and Financial governance,By the end of the lesson pupils should be able to: i. Identify types of Governances ii. Explain the types of Governance iii. Analyses The Features of Good Governance.
3,What is Governance Structure?,By the end of the lesson pupils should be able to: i. Explain Governance Structure ii. Highlight examples of Governance Structure iii. Draw a Chart illustrating Government Structure.
4,Characteristics of Good Governance,By the end of the lesson pupils should be able to: i. Outline Characteristics of Good Governance 1. Openness/Transparency
5,-Definition of Govemment and -Types of Govemment,By the end of the lesson pupils should be able to: i. Explain Government ii. Highlight types of Government iii. Analyze the types of Government.
6,Arms of Governments: -Legislative -Executive -Judiciary,"By the end of the lesson pupils should be able to: i. Highlight the arms of Government ii. Draw a Chart showing Legislative, Executive and Judiciary"
7,MID TERM BREAK,MID TERM BREAK
8,Forms of Government,By the end of the lesson pupils should be able to: 1. Outline at least five functions performed by Government e.g. Provision of good roads; Provision of pipe borne water; Provision of Schools; Provision of Electricity; Provision of Health Clinics; 2. Explain the Functions of Government 3. Describe how the government functions affects them e.g. Schooling
9,Difference between the various types of Governments.,By the end of the lesson pupils should be able to: i. Highlight the differences between various types of Government ii. Explain the differences between various types of Government iii. Analyze some of the similarities between Various types of Government.
10,Problems Facing Government,"By the end of the lesson pupils should bo ablo to: 1 . Outline some of the problems facing Federal Government, State Government, Local Government 2. Analyze the Problem facing Govemment 3. Suggest some of the solutions to some of the problems facing the govemment"
11,Solution to Problem Facing Govemment,By the end of the lesson pupils should be able to: i. Identify three solutions to problems facing government ii. Explain solutions to problem facing government iii. Discuss ways bribery and corruption can be stopped
12-13,REVISION & EXAMINATION,REVISION & EXAMINATION
