0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Yoruba Scheme of Work for Primary/Basic 2,Yoruba Scheme of Work for Primary/Basic 2,Yoruba Scheme of Work for Primary/Basic 2
,CLASS,Primary/Basic 2
,SUBJECT,Yoruba
,TERM,First Term
OSE,ORI ORO,ERONGBÄ
1,Idánwô lkini kääbo Sí Sáä kini,Ni òpin idanilekoo akékò yò Ie i. Dáhun ibéere abe eko. ii. Se atunse abe eko
2EDE,Orika Ede Yorubá 11-20,Ni òpin idanilekoo akékò yò Ie; i. ka ôrikä láti okonlá dé Ogun ii. Se Idámo eyo ati idi iii.Säläyé o lé ati o dín lábé Asipo ati äyokuro
ASA,lmotóto Ayiká,Ni òpin idanilekoo akékò yò Ie; i. So orisirisi onä tí a lě ti gbä se itojú ilé ii. Dáruko äwon ohun ëlô fun itoĺju äyiká iii. Ko orin imotóto
LIT,Äwon Owe kéé kee kéé,"Ni òpin idanilekoo akékò yò Ie; i. Pa äwon ôwe kéé kéé kéé ii. Se äfiwe ôwe ninu oro siso, iii. Dáhůn äwon ibéërě abé ëko"
3EDE,ltesíwäju nínu dídäruko nňkan,"Ni ôpin Idánilékôé, akékÔé yőô lë; i. Dáruko orisirisi nkan ni äyíká ii. Säläyé lílô ôkôôkan wan iii. Dähün ibéěrě abé ěko náä"
ASA,Ifira-eni sípô omoläkeji,"NÍ Ôpin Idánilékôé, akékôé yoo lě; i. Säläyé ohun tí omoläkeji je’ ii. Fi iwä omolúäbí hän iii. Dahůn ibéérě abé ěkó"
LIT,Alo Onitan Apagbe,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. So itan alo náä ní äsodájú ii. Fa eké inú itän na yo iii. Dahun ibéërě abe eko náä"
4EDE,ltësíwäjú nínú kika Alifabéëti ědě Yorübá,"Ní Opin Idánilekôé, Akékôé Yoô Lě;; i. Ka léta álífabéëti láti a — y ii. Lo ôkôôkan äiránmúpë láti bere ôrô iii. So ní pätó iye fáwéëli äíránmúpë ti owa iv. Dahün ibéěrě abé ëko náä"
ASA,lkini n’ tesiwáju lénu ise iti onirúurú Apeere: Ode Awakô Onídiri Babaláwo Akope,"Ní Opin Idánilekôé, Akékôé Yoô Lě;; i. Säläyé äwon ikini lénu ii. Dárúko äwon tí ó wi äti bí a se je ki won pëlu idáhůn iii. Dáhůn ibéěrě abé eko"
LIT,Itan Aroso Ayokä ati Igi,"Ní Opin Idánilekôé, Akékôé Yoô Lě;; i. Ka Iwé itän náä dáradára ii. Säläyé ohun tí wan kä iii. Dähun ibéěrě abé eko"
5EDE,Orika ni Ede Yoruba 21-30 Ookanlelogun de ogbon,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Orika náä dáradára ii. Salaye ede iti eyo Se odiwon ayopo ati ayokuro"
ASA,Ere idaraya Omode,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Salaye lori ere idaraya ii. So ni pato asiko to a n’ se e’ iii. Daruko awon ere naa"
LIT,Alo Apamo ki lo n’ boba muti Awe obi kan? Oruko tindi?,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. pa alo apamo yeke yeke ii. Da yato laarin alo apamo ati alo apaagbe iii. Dahun ibeere abe eko"
6EDE,itesiwaju lori sise nnkan -pon omi -fo abo -igbale – garawa,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Daruko ahun owun elo inu ile ii. lLo awon oro-ise fun sise nkan iii. Salaye ojuse awon omode nilu ile ati ni ileeko"
ASA,Awon ojo to wa ninu ose,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Ka awon ojo ose ni okan-o-jokan ii. Se ogbofu awon ojo na lati ede iii. Dahun awon ibeere"
LIT,Ewi omode osumare ileiwe,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Ka ewi omode ni akagbadun ii. Fa koko inu ewi na yo iii. Dahun ibeere abe eko."
7EDE,Idanrawo Fun Idaji Saa Kinni,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Dahun ibeere abe eko.naa"
ASA,Idanrawo Fun Idaji Saa Kinni,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Dahun ibeere abe eko.naa"
LIT,Idanrawo Fun Idaji Saa Kinni,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Dahun ibeere abe eko.naa"
8EDE,Itesiwaju ninu atakuroso,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. So ni pato nkan ti itakuroso je ii. Mo bi an se bara eni soro funigba akoko iii. Dahun ibeere abe eko."
ASA,"Ikinni asiko: owuro, iyaleta, osan, irole, asale, oru","Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Salaye awon asiko ikinni ii. Daruko awon asiko ikinni ni awon ojo bi i’: Owuro, Iyaleta, Irole. iii. Dahun ibeere abe eko."
LIT,Kiko awon orin kee kee kee lagbe igi orongbo,"Ní Opin Idánilekô, Akékôé Yoô Lě; i. Jumo ko orin kee kee kee ii. Salaye itumo awon orin naa iii. Dahun ibeere abe eko."
9EDE,Onkà ni èdè Yorùbâ 31-50,"Ní Opin Idánilekô, Akékôé Yoô Lě; i. Ka ònkà naa daradara ii. Sàlàyé idì àti eyo iii. se òdiwòn àròpo àti àyokuro iii. Dahun ibeere abe eko"
ASA,Imòtoto ara eni,"Ní Opin Idánilekôo, Akékôé Yoô Lě; i. sàlàyé ohun ti imototo jé ii. sàfihàn ìtoju ara iii. Ko orin imototo iv. Dahun ibéèrè abé èk6"
LIT,Itàn Alòso olorò geere Âyokà àti igi ìrokò,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Ka ìtàn àròso naa daradâra ii. Sàlàyé koko inu ìtàn na yo iii. Dahun ibeere abe eko"
10EDE,Itesiwaju ninu kiki alifaabeti Yoruba,"Ní Opin Idánilekôé, Akékôé Yoô Lě;; i. Ka létà âlifaabètì èdè Yoruba ii. Pe letter Aliffabéètl pèlu àwon oro oro aseeda iii. Dahun ibeere abe eko.naa"
ASA,lfira-eni sipò omolàkejì,"Ní Opin Idánilekôé, Akékôé Yoô Lě;; i. So pàto Ifé si enlkejì omolàkejl jé ii. Fi Iwà tito hàn iii. Déhùn ibéérè abé èko"
LIT,Awon Ëwì kée-kèè-kéé,"Ní Opin Idánilekôé, Akékôé Yoô Lě;; i. Ké ewl kéé kèè kéé ii. Fa koko ninu ewi yo iii. Dahun ibeere abe eko.naa"
11EDE,"Aramupo: an,en, in, on, un","Ní Opin Idánilekôé, Akékôé Yoô Lě; i. So pàto àwon fawali àranmüpè ii. Lo okookan fawallli na ti owa iii. Dahun ibeere abe eko.naa"
