0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Mathematics Scheme of Work for Primary/Basic 2,Mathematics Scheme of Work for Primary/Basic 2,Mathematics Scheme of Work for Primary/Basic 2
,CLASS,Primary/Basic 2
,SUBJECT,Mathematics
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,"Revision and first week of school Counting Skill: Numbers 1-250, 250-300 -Skip counting in 2s,3s","Pupils should be able to: i. count, identify, order numbers 1 – 250 ii. add tw0 2-digit numbers with sum not more than 50 using math facts, iii. subtract 1 digit number from a 2 digit number. iv. compare numbers using place value system v. arrange items in order and identify them using the ordinal numbers. vi. apply numbers into real life situations (Real life problems) vii. solve Quantitaåve Reasoning in exercises related to numeral 1- 200"
1,Writing Skills: -Writing of the numbers. -Revision of Primary 1 topics,
2,"WHOLE NUMBERS Counting Skills: -Counting numbers 1. 300 -Skip counting of numbers in 2s,3s, 10s.","At the end of the lesson, pupils should be able to: i. identify numbers from 1-300 ii. identify and represent numbers using objects and pictorial representations including the number line iii. apply numbers in real life situations, iv. categorize the number of different objects e.g. bottle tops, pencils etc. v. skip count numbers in 2s, 3s, 10s. vi. solve quantitative reasoning in exercises related to counting of numbers"
2,Writing Skill: Writing of the numbers Sorting and classification of objects on numbers 1-300,
3,"WHOLE NUMBERS Counting Skill: -Numbers 270-300, 1-300 -Skip-count numbers in 3s, 10s.","Pupils should be able to: i. Count the numbers from 1 300 ii. Write numbers from 1-200, 201-300, iii. Write up to 200 in words. iv. Sklp count in 2s, 3s 5s, and 10s up to 300. iv. Identify numbers at random"
3,"Writing Skill: -Reading ,counting and writing of numbers 270-300, 1 to 300. -reverse reading and writing of numbers",
4,"Place value Counting Skill: Numbers 300-320, 1-320","Pupils should be able to; i. Identify numbers from 250-320 ii. count from 1-320 iii. writc numbers 1-320 in numerals and in words. iv. identify the units, tens and hundreds place value split tens Into units split hundreds into tens v. write 3-diglt numbers as tens, units and hundreds. vi. identify the place value of numbers up to 500 vii. write the place value of numbers up to 500 viii. group numbers in 10s, ix. Identify and make bundles of objects Into 10s. x. then skip count in 10s."
4,"Writing Skills: -Writing of the numbers. -Place values “Tens, Units and Hundreds” -Introduction of regrouplng -Introduction of place value of numbers up to 500",
5,Ordering of Numbers Counting Skill: Numbers 320-350,"Pupils should be able to: i. identify numbers from 320-350 ii. count from 1-350 write numbers 1-350 in numerals and words iii. interpret the meaning of <, >, and = a. > greater than b.< less than c, = equal to iv. use the symbols to determine the value of numbers within 0-350 e.g. a. 5 > 2 b. 150<250 c. 100=75+25"
5,Writing Skill: -Writing of the numbers. -The use of symbols: < and = to compare numbers,
6,"Fractions: Counting Skill: -Numbers 350-370, 1-370","Pupils should be able to: i. identify numbers from 350-370 ii. count from 1-370 iii. write numbers 350 370 and 1-370 in numerals and words. iv. explain the meaning of fractions in terms of half and quarter ( Y4) v. divide a collection of concrete objects into two or into four equal parts, ie. half( h) and quarter ( %) respectively, e.g. a. 1/2 of 8 eggs = b. 1/2 of 10 oranges = c. 1/2 of 12 balls = d. 1/2 of 16 pencils ="
,Writing Skill: -Writing of the numbers. -Reverse reading and writing of the numbers. -Fractions 1/2 and 1/4 of a given collection,
7,MID TERM BREAK,MID TERM BREAK
8,"Fractions: 3/4 of any given object or collection Counting Skill: Numbers 370-390, 1-370","Pupils should be able to; i. identify numbers from 350-370 count from 1 – 370 ii. write numbers 350- 370 and 1-370 in numerals and in words iii. divide the objects into four equal parts to obtain quarters, then derive the threequarter. iv. obtain 3/4 of concrete objects, e.g. 3/4of 8 boxes ="
8,Writing Skill: -Writing of the numbers. -Fraction of 3/4 of any given object or collection of objects,
9,Addition of numbers (Two 2 -digit numbers without renaming or exchanging) Counting Skill: Numbers 390 —410 and 1-410,"Pupils should be able to; i. identify numbers from 390-410 count from 1-410 ii. write numbers 390-410 and 1-410 in numerals and in words iii. identify the addition sign (+) iv. recognize some other terms used for adding numbers, e.g, altogether, sum, add, plus and total. v. add a number in words. vi. Add 2-digit munbers without exchanging or remaining vii. tell addition story and solve. viii. Solve real life problems on addiåon"
9,Writing Skill: -Writing of the numbers. -Addition of numbers (2 digit numbers without renaming),
10,Subtraction of numbers (2 digit numbers without renaming) Counting Skill: Numbers 410 —430 and 1-430.,"Pupils should be able to; i. identify numbers from 410-430 count from 1-430 ii. write numbers 410-430 and 1-430 In numerals and in words iii. identify and mention the subtraction terms (-) e.g. take away, minus. left, difference, remaining. iv. subtract numbers in words. v. subtract 2-digit numbers without exchanging or remaining vi. tell subtraction stories. vii. Solve real life problems on subtraction of numbers."
10,"Writing Skill: -Writing of the numbers, -Subtraction of numbers (2 digit numbers without renaming",
11,"Mixed operations (Addition and subtraction) Counting Skill: -Numbers 430 — and 1-450. -Revuse munting of numbers -Skip counüng of numbers in 2s, 3s, ss and IOS.","Pupils should be able to; i. identify numbers from 430-450 count from 1 -450 ii. write numbers 430-450 and 1450 in numerals and in words iii. add numbers from 1-5oo iv. subtract numben from 1- 500 v. solve problems using hundreds, tens and unit indication vi. Solve real life problems on mixed operations"
11,Writing Skill: -Writing of the numbers. -Reverse writing of numbers -Mixed Operations and subtraction of 2-digit numbers without remaining or exchanging,
12,Revision of the term’s work,Pupils should be able to; -recall what they have learnt for the term
13,EXAMINATION,EXAMINATION
