0,1,2
,CLASS,Primary/Basic 2
,SUBJECT,English Studies
,TERM,Third Term
WEEKS,TOPICS,Learning Objectives
1,(A) Revision Oral and written comprehension,"By the end of the lesson, pupils should be able to: i)examine and label the pictures in the passage; ii)list and identify comprehension strategies in the passage; iii)apply comprehension strategies to the passage."
1,"(B) Revision Antonyms, synonyms(having knowledge)","By the end of the lesson, pupils should be able to: l) explain synonyms and antonyms; ii)list some synonyms and antonyms; iii) compare synonyms and antonyms."
1,(C)Revision: Making sentences on antonyms and synonyms,"By the end of the lesson, pupils should be able to: (I) assemble some synonyms and antonyms. (ii) categorize synonyms and antonyms. (iii) apply synonyms and antonyms to sentences."
1,(D)Revision: Poetry: rhyming poems,"By the end of the lesson, pupils should be able to: (i) understand rhyming poems; (ii) demonstrate recognition of rhyming words; (iii) determine whether two words rhyme or not"
2,(A) Composition: How I spent my last holiday.,"By the end of lesson, pupils should be able to: (i) narrate their experience during the last holiday; (ii) select the formality to use in writing the essay; (iii) write their experience during the last holiday correctly."
2,"(B) Concepts of print: Recognise different prints,","By the end of this lesson, pupils should be able to: (i) idenffy front and bpck of the book; (ii) recognise different types of print resources e.g novels, newspaper, magazine (iii) observe and identify different parts of a book such as title, author, etc (iv) recognize that a group of sentence makes up a paragraph, and paragragh makes up a story."
2,(C)Phonics: Learn sounds through song.,By the end of this lesson. pupils should be able to: (i) pronounce the sounds by singing; (ii) use the sounds to form a song. (iii) identify the sounds by singing.
2,(D) Picture Reading,By the end of this lesson. pupils should be able to: (i) interprete the pictures given (ii) describe the picture given.
2,(E)Listening to and telling a story.,By the end of this lesson. pupils should be able to (i) summarise the story in their own words: (ii) relate the stories to real life situations (iii) list the characters in the story
3,(A) Vocabulary: Building words and meaning.,"By the end of this lesson, pupils should be able to: (i) combine words to make meaning; (ii) understand the meaning of each given words; (iii) use the new words in sentences."
3,(B) Supplementary Reading,"By the end of this lesson, pupils should be able to: (i) read and share with otherg pupils the story read; (ii) discuss lessons leamt from the book; (iii) relate events in the story to their personal lives."
3,"(C)SpeIIing: Five letters— video, images, items, class.","By the end of the lesson, pupils should be able to: (i) identify the given letters; (ii) pronounce the five letters together; (iii) write the five letter words correctly."
3,(D) Identification of sex names in animals Ant-Queen (female) Drone(male) Donkey- jenny(female) jack(male) Elephant-cow(female) bull(male) Cat- queen(female) tom(male),"By the end of the lesson, pupils should be able to: (i) list the names of various animals; (ii) analyze the different names for females and males animals (iii) match the sex name together with the animal."
4,(A) Picture Reading: passage about the road sign,"By the end of the lesson, pupils should be able to: (i) read the passage about road signs (ii) discuss, mention the road problem (iii) demonstrate road safety techniques."
4,(B)Structure: Combination of sounds to spell and pronounce words.,"By the end of the lesson, pupils should be able to: (i) recognise consonant digraphs such as sh, ch, th, ph, and gn; (ii) pronounce the digraphs; (iii) read and spell simple words with consonant digraph spelling patterns in inifial, medial, and final positions e.g. chair, teacher, and watch."
