0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
,English Studies Scheme of Work for Primary/Basic 3,English Studies Scheme of Work for Primary/Basic 3
,CLASS,Primary/Basic 3
,SUBJECT,English Studies
,TERM,First term
WEEK,TOPICS,Learning Objectives
1,Review of Primary 2 Third term work,
1,A. Phonemic Awareness,"By the end of the end of the lesson, pupils should be able to: i. pronounce and distinguish between the sounds in words; ii. read simple sentence, paying attention to the use of stress and intonation in a sentence; iii. write simple sentence using the appropraite stress and intonation."
1,B. Structure: Story build on road safety,"By the end of the end of the lesson, pupils should be able to: i. listen carefully to a story; ii. respond appropraitely to questions on the main point in the story in their own word; iii. recall the story in their own word; iv. analyze the purpose of the passage; v. discuss the lessons learnt and relate them to their daily experience"
1,C. Vocabulary Building: Teaching new words and reading,"By the end of the end of the lesson, pupils should be able to: i. identify new words and pronounce them ii. recognize new words and meaning; iii. demostrate the meaning of the new words iv. use the new words in sentence."
1,D. Reading: Oral and written comprehension,"By the end of the end of the lesson, pupils should be able to: i. read simple non fiction passage correctly. ii. develop points on how I spent my last holiday; iii. wite a composition on “how I spent my last holiday iv. use evedence from the passage to explain supporting ideas v. explain meaning of unfamiliar words in the passage vi. relate the passage to issues of national values in the passage e.g discipline."
2,A. Aural Discrimination of the sounds.,"By the end of the lesson, pupils should be able to: i. Identify vowel sounds. ii. Produce vowel sounds correctly iii. Distinguish the sounds from each other by pronouncing them correctly in words and in the sentence"
2,(b) Stucture: -Story built on road safety; -Charts containing simple sentences,"By the end of the lesson, pupils should be able to: i. provide words related to road safety; ii. form sentences from the provided word; iii. create dialogues on road safety ."
2,C. Vocabulary building: -Teaching new words and reading,"By the end of the lesson, pupils should be able to: i. identify new words and pronounce them; ii. recognize new words meanings; iii. demonstrate the meaning of the new words; iv. use the new words in sentences."
2,D. Reading: -Oral and written comprehension,"By ‘the end of the lesson, pupils should be able to: i. deduce the main idea of the passage; ii. analyse the purpose of the passage. iii. use evidence from the passage to explain supporting ideas; iv. explain meaning of un amt words in the passage. v. relate passage to issues of national values in the the passage e.g. discipline."
2,E. Composition ‘-How i Plan to Spend My Next Holiday,"By ‘the end of the lesson, pupils should be able to i. recall what a composition is; ii. develop points on how I spent my next holidays. iii. write a composition on “I How I Plan to Spend My Next Holiday."
3,"A: Aural Discrimination of the sounds: /u/ as in pull, and /u;/ as in pool","By ‘the end of the lesson, pupils should be able to i. identify vowel sounds /u/ as in pull, /u;/ as in pool; ii. Produce the vowel sound correctly; iii. distinguish the sounds from each other by pronouncing them correctly in words and sentence;"
3,B. Structure: Story built on dangers of drug abuse drug abuse,"By the end of the lesson, pupils should be able to: i. Provide words related to drug abuse; ii. Form sentences from the provided word; ii. Create dialogues on drug abuse"
3,C. Vocabulary building: Teaching of new words and meaning.,"By the end of the lesson, pupils should be able to: i. dentify new words and pronounce them; ii. recognize new words meanings; iii. demonstrate the meaning of the new words; iv. use the new words in sentences."
3,D. Reading: -Oral and written comprehension (poems on values),"By the end of the lesson, pupils should be able to: i. read simple poems ii. identify values and lesson in the given poem"
3,E. Composition: -Writing of poem: Once I saw a little bird.,"By the end of the lesson, pupils should be able to: I. read class selected poem ii. recall poem accurately iii. write out lines of the poem iv. identify moral lessons from the poem."
3,F. Supplementary raeding,
4,"A. phonic pronunciation of diphthongs: /)i/foil, /ea/ etc","By the end of the lesson, pupils should be able to: i. Identify diphthongs e.g. toil, /ea/ etc. ii.Produce the vowel sounds correctly; iii. distinguish the sounds from each other by pronouncing them correctly in words and sentences"
4,B. Vocabulary building:New words and their meanings,"By the end of the lesson, pupils should be able to: i. identify new words and pronounce them; ii. recognize new words meanings; iii. demonstrate the meaning of the new words; iv. Use the new words in sentences"
4,C. Comprehension (values),"By the end of the lesson, pupils should be able to: i. read simple poems; ii. discuss the main idea of the poem iii. use evidence from the passage to discuss supporting ideas iv. identify values and lessons in given poems; v. relate the ideas and values in the passage to personal experience,"
4,D. Writing: composition on my best friend,"By the end of the lesson, pupils should be able to: i. use simple sentences to discuss a descriptive composition ii. write out points on “my best friend” iii. write a composition on the given to ic"
4,"E. Pronunciation of multi syllabic words (e.g.teacher, coffee, picture, leather etc.)","By the end of the lesson, pupils should be able to: i. identify two and three syllabic words in sentences. ii. producae two and three syllabic word iii. use two and three syllabic word in a sentence"
5,A. Structure: Types of Sentence.,"By the end of the lesson, pupils should be able to: i. explain declarative sentences (statements), interrogative sentences (questions), imperative sentences (commands), and exclamations; ii. identify different kinds of sentences in a passage; iii. differentiate between the types of sentence; iv. punctuate each type of sentence; v. group all sentences used in the passage accordingly."
5,B. Vocabulary building: -New words and meanings,"By the end of the lesson, pupils should be able to: i. identify new words and pronounce them; ii. recognize new words meanings; iii. demonstrate the meaning of the new words; iv. use the new words in sentences."
5,C. Comprehension,"By the end of the lesson, pupils should be able to: i. deduce the main idea of the passage; ii. analyse the purpose of the passage. iii. use evidence from the passage to explain supporting ideas; iv. explain meaning of unfamiliar words in the passage; v. relate the passage to issues of national values in the passage e.g. discipline."
5,D. Composition :(My best friend),"By the end of the lesson, pupils should be able to: i. use simple sentences to write a descriptive composition; ii. write out points on “my best friend” iii. complete a guided on “essay on my friend” iv. write a composition on the given topic"
6,"A: Phonic pronunciation of diphthongs: e.g. /ai/, /ei/ etc.","By the end of the lesson, pupils should be able to: i. identify vowel sounds; ii. produce vowel sounds correctly; iii. distinguish the sounds from one another by pronouncing them correctly in words and in the sentence."
6,B.Structure:Regular and Irregular plurals,"By the end of the lesson, pupils should be able to: i. describe regular and irregular plurals; ii. identify regular and irregular plurals; iii. construct sentences that have regular and irregular plurals."
6,C. Vocabulary Building,"By the end of the lesson, pupils should be able to: i. identify new words and pronounce them; ii. identify the meaning of the unfamiliar words; iii. use the new words in a sentence"
6,D. Oral and Written: Comprehension,"By the end of the lesson, pupils should be able to: i. read selected story on their own; ii. reproduce the story and tell the meaning; iii. discuss the main idea of the story iv. use evedence from the passage to discuss the sutporting ideas v. identify values and lessons in the given story; vi. relate the ideas and values in the passage to life experience"
6,E. Writing poem: “Twinkle twinkle little star”,"By the end of the lesson, pupils should be able to: i. learn and read the selected poem correctly ii. demonstrate the poem; iii. write down the selected poem in their handwriting"
6,F. Supplementary Reading,"By the end of the lesson, pupils should be able to: i. share with other pupils the story read; ii. discuss lessons learnt from the book; iii. relate events in the story to their personal lives."
7,-Mid-term tests -Open day -Mid-term break -Homework,
8,,"By the end of the lesson, pupils should be able to: i. spell and pronounce unfamiliar words in a selected text; ii. read a selected passage fluently; iii. discuss the main ideas of the passage orally and fluently."
8,"A. Structure: National values e.g. discipline and courage, respect for elders","By the end of the lesson, pupils should be able to: i. reed a selected passage on the given topic; ii. mention related words on the topics; iii. form simple sentences with the related words."
8,B. Vocabulary building,"By the end of the lesson, pupils should be able to: i. identify new words and pronounce them; ii. recognize new words’ meanings; iii. demonstrate the meaning of the new words; iv. use the new words in sentences."
8,C. Oral and Written Comprehension,"By the end of the lesson, pupils should be able to: i. Read selected story on their ii. Reproduce the stories and tell the meaning of the story iii. Answer quesüons on the passage"
8,D. Composition about my school,"By the end of the lesson, pupils should be able to: i. use simple sentence to discuss a descriptive composition. ii. write out point on “my school” iii. write a composition on the given topic"
9,"Reading, chart, graph, calenders to obtain information","By the end of the lesson, pupils should be able to: i. read information on chart, graph, calenders etc aloud; ii. extract information from chart, graph, calenders etc. iii. discuss the information delivered with other students; iv. establish relationship between ideas using evedence from the chart; v. discuss the purpose of chart, graph, calenders etc."
9,A. Structure: Concept of print margin,"By the end of the lesson, pupils should be able to: i. recognize and explain the concept of printed materials e.g title page, illustration, chapters, margin etc. ii. extract information from printed materials like chart, diagrams, calender etc. infromation from dialogue."
9,B. Vocabulary building,"By the end of the lesson, pupils should be able to: By the end of the lesson, pupils should be able to: i. identify new words and pronounce them; ii. recognize new words’ meanings; iii. demonstrate the meaning of the new words; iv. use the new words in sentences."
9,C. Oral and Written Comprehension,"By the end of the lesson, pupils should be able to: i. deduce the main idea of the passage ii. analyze the purpose of the passage iii. use evedence from the passage to discuss the surporting ideas iv. expain meaning of unfamiliar words in the passage v. relate the passage to issues of national values in the passage e.g discipline"
9,D. Writing:Composition about “My parents”,"By the end of the lesson, pupils should be able to: (i. describe a simple format of this essay (ii. complete a guided essay on my parent iii. wite essay on ‘my parents’"
9,Supplementary Reading,"By the end of the lesson, pupils should be able to: i. share with other pupils the story read; ii. discuss lessons leamt from the book; iii. relate events in the story to their personal lives."
10,conversation on general issues,"By the end of the lesson, pupils should be able to: i. Identify reading materials (magazines and newspapers) ii. Differentiate between the various reading materials provided iii. Discuss the issues raised on each materials iv. Produce your opinions on the matters"
10,"A. Structure :Concept of prints illustration, pictures and diagram in printed texts","By the end of the lesson, pupils should be able to: i. recognize and state the components of printed materials e.g. title page, margins etc.; ii. extract information from printed materials like charts, diagrams, calendars etc.; iii. use the information in complete sentences."
10,B. Vocabulary building,"By the end of the lesson, pupils should be able to: i. identify new words and pronounce them; ii. recognize new words’ meanings; iii. demonstrate the meaning of the new words; iv. use the new words in sentences."
10,C. Oral and written comprehension,"By the end of the lesson, pupils should be able to: i. Listen actively to a story ii. discuss the main idea of the story iii. use evidence from the passage to discuss supporing ideas iv. identify values and lessons in given stories. v. relate the ideas and values in the passage to personal experience vi. retell the story in their own words vii. Tell similar stories"
10,D. Composition (a dog),"By the end of the lesson, pupils should be able to: i. Use simple sentence to discuss a descriptive composition ii. Write out points on “A dog” iii. Write a composition on the ivento ic"
11,Fluency: Reading printed materials,"By the end of the lesson, pupils should be able to: i. Leam new words and pronounce them ii. Identify unfamiliar words iii. Use them in sentences iv. Read the materials aloud"
11,Structure: Reading to obtain information,"By the end of the lesson, pupils should be able to: i. Identify features of printed materials like charts and calendars. ii. Look for information in printed materials iii. List and explain features of some selected printed materials"
11,B. Vocabulary building,"By the end of the lesson, pupils should be able to: i. Learn new words and pronounce them ii. Identify unfamiliar words iii. Use them in sentences"
11,C. Oral and written comprehension,"By the end of the lesson, pupils should be able to: i. deduce the main idea of the passage; ii. analyse the purpose of the passage. iii. use evidence from the passage to explain supporting ideas; iv. explain meaning of unfamiliar words in the passage; v. relate the passage to issues ef national values in the passage e.g, discipline."
11,"D. Writing: I.C,T","the end of the lesson, pupils should be able to: i. Write out important words fmm selected I.C.T materials ii. Interpret and be able to produce words from I.C,T materials iii. Use the wolds ina conversation"
12,REVISION,Revise
13,EXAMINATION,EXAMINATION
