0,1,2
,CLASS,Primary/Basic 2
,SUBJECT,Basic Science
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,REVISION OF TERM WORK,REVISION OF TERM WORK
2,Loamy Soil -Meaning -Organisms in the sample of the soil -Properies of sandy soil,"At the end ofthe lesson, pupils should be able to: i. collect and identify soil type (loamy); ii. examine to identify the organisms in the soil iii, describe the texture, colour and size ofthe soil particles"
3,Clay Soil Meaning -Organisms in the sample of the soil -Properües of clay soil,"At the end of the lesson, pupils should be able to: i. collect and identifysoil type(loamy) ii. examine to identifythe organisms in the soil iii. describe the texture, colour and size of the soil particles"
4,Clay: -Meaning -Materials and procedures -Use of clay- moulding,Pupils should be able to: i. say the meaning of clay; ii. identify materials and procedures to make clay; iii. describe the use clay for moulding iv. explains what clay is used for
5,Clay- Practical -Molding with clay,"At the end of the lesson, pupils should be able to: i. identify materials for moulding using clay, ii, Identify and describe items that can be moulded with clay; iii, mould objects with clay."
6,Plants -Features of plants -Groups of plants based on features,"At the end of the lesson, pupils should be able to: i. locate and identify common plants in their school compound; ii. trace the leaves of plants on plasticine or clay; iii. examine the identified plants to describe their features (texture, shape, size and colour) of leaves; i iv, group plants based on their features"
7,MID.TERM ASSESSMENT,MID.TERM ASSESSMENT
8,Plants -Common uses of plants -Groups of plants based on uses,"At the end of the lesson, pupils should be able to: i. identify the common uses of plants (for food, beautification, building, furniture, shade; ii. medicine examine other uses of plants iii. group plants based on their uses"
9,Animals -Common animals in the surroundings -Features of animals Behavior of animals -Groups animals,"At the end of the lesson, pupils should be able to: i. locate and identify common animals in their school compound and surroundings ii. examine the observable features of animals iii. group plants based on their features and behaviour."
10,Animals Common uses of animals,"At the end ofthe lesson, pupils should be able to: i. identify the common uses of animals (for food, bags, hide and skins, etc) ii. describe other uses of animals (making money, security, sport etc iii. explain the things needed for proper care of animals iv. demonstrate the correct ways of taking care of animals"
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
