0,1,2
,CLASS,Primary/Basic 5
,SUBJECT,Mathematics
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,REVISION/ NUMBER LINE -Revision of 1st Term’s -Addition using number line -Real life problems -Quantitative reasoning,Pupils should be able to: i. revise first term’s work ii. add and subtract using number lines iii. solve quantitative aptitude problems related to addition and subtraction of integers using number lines
2,"ESTIMATION -Rounding up numbers -Estimation sums, differences and product -Quantitative Reasoning","Pupils should be able to: i. round up numbers to the nearest 10, 100 nad whole numbers ii. rounding numbers to the nearest tenth, hundreth and thousandth iii. estimating sum, differences nad product iv. solve quantitative aptitude problems related with binary numbers."
3,PERCENTAGES -Meaning of percentages -Changing a percentage to a fraction of decimal and Vice versa -Express number as a percentage of another -Quantitative reasoning,Pupils should be able to: i. explain the term ‘percentage’ ii. calcualte the ratio of two numbers iii. solve question related to real life problems on percentage of another number iv. solve quantitative related questions on percentage
4,ALGEBRAIC PROCESSES -Simple equations -Solving equations. using the balance method -Solving real life problems using equations -Quantitative reasoning,Pupils should be able to: i. find missing numbers in open sentences ii. use letters to represent boxes in open sentences iii. solve real life problems involving equations iv. calculate the value of algebraic expressions by substitution v. solve quantitative aptitude problems on algebraic
5,"COMMERCIAL MATHS MONEY Introduction to money -Conversion of the currency of a country to another county, -Profit and loss -Quantitatve reasoning","Pupils should be able to: i. recognize currencies used in Nigeria and other countries ii. convert from one currency to another, using the rate of conversion iii. solve problems involving profit and loss in real life problems iv. solve quantitative aptitude problems related to profit and loss in money"
6,COMMERCIAL MATHS MONEY -Simple interest Discount and commission -Money transactions -Quantitative Reasoning,"Pupils should be able to: i. explain the simple interest in business transactions. ii. solve problems on discount and commission iii. find commissions, discount, simple interest on real life problems e.g. post offices, markets, etc, iv. solve problems involving money transactions v. solve quantitative aptitude problems related to simple interest, discount, commission"
7,Review ot the first half term’s work and periodic test,"Pupils should be able to: i. review the first half term’s work ii. participate in the periodic test,"
8,PLANE SHAPES (PERIMETER) -Meaning of perimeter -Perimeter of regular plane shapes -Perimeters of irregular plane shapes -Real life problems on perimeter -Quantitative aptitude,Pupils should be able to: i. explain the concept of perimeter ii. find the perimeter of regular and irregular shapes iii. solve the perimeters of a circle iv. relate perimeters to real life problems and solve v. solve quantitative aptitude related to perimeter of regular and irregular plane shapes
9,PLANE SHAPES (AREA) -Area of regular shapes -Area of irregular shapes -Area of right-angled triangle -Real life problem on area -Quantitative reasoning,"Pupils should be able to: i. find the area of regular, irregular shapes and its unit ii. calculate the area of right angled triangle iii. solve real life problem on area of regular, irregular and right angled triangle iv. solve quantitative aptitude problems related to area regular, irregular and right angled triangle"
10,VOLUME AND CAPACITY -Measurement of volume in cubes and cuboids using unit cubes – Measurernent of volume in cubes and cuboids using formula -Comparing volume of sphere and cuboids -Discovering ralationships between litre and cubic centimetre -Real life problem -Quantitative reasoning,Pupils should be able to: i. use units to find the volume of using cube and cuboids ii. use formula to find the volume of using cube and cuboids iii. find the relationships between litres and cubic centimetres iv. convert cm to litres and vice versa v. solve given problems in quantitative aptitude on volume and capacity
11,TIME -Average speed -Distance -Duration -Real life problems. -Quantitative reasoning,"Pupils should be able to: i. find the duration between one time and another ii. calculate the distance covered within a length of time iii. solve the average speed of a moving object given the total distance travelled and the time taken iv. convert the units of time express the hours of a clock in minutes, seconds and vice versa v. solve real life problems on distance , time and speed. vi. solve quantitative aptitude relating to time’"
12,"PROJECT -Pupils are divided into two groups. Each group is to work on types of angles and types of triangles. Materials: ice-cream sticks, markers, cardboards and glue. Procedure: -Paint tie ice-cream sticks with markers of different colours, -arrange the sticks by using glue to paste them on a cardboard to form types of angles and types of triangles in each of the respective groups.","By the end of the lesson, students should be able to: 1. interact within the group and discuss how each project work is done."
12,Project Practical work and Revision of first term’s work and preparation for Examination.,Pupils should be able to: i. Realize the areas of weakness in the topics treated for the term.
13,Project Practical work and Revision of first term’s work and preparation for Examination.,Pupils should be able to: i. Realize the areas of weakness in the topics treated for the term.
