0,1,2
,CLASS,Primary/Basic 2
,SUBJECT,Yoruba
,TERM,second Term
OSE,ORI ORO,ERONGBÄ
1EDE,"Ede, Asa, Literaso, Idanwò Ikini kaàbò Si Saa,kejì","Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Dahun Ibeere abe eko ii. Se atunse abe eko"
2,"Ede, Asa, Literaso, Idanwò Ikini kaàbò Si Saa,Kinni","Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Ye awon eko saa kini wo dada ii. Dahun Ibeere abe iyewo naa"
3EDE,"Konsonatu ede Yoruba, b-m","Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Ka awon konsonati ede yoruba daradara ii. So ni pato oye konsonati ti owa iii. Dahun Ibeere abe eko"
ASA,"ikini awon agba : Ojo, erun, otutu, Oye, Oginnitin, Ooru","Ní Opin Idánilekôé, Akékôé Yoô Lě; i. pe awon ikinni ati idahun igba kookan ii. Mu asiko ti awon igba kookan maa waye iii. Dahun Ibeere abe eko"
LIT,Ewi omode Ile- iwe ija ko dara,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Ke ewi omode ii. Fa koko inu ewi yo iii. Dahun Ibeere abe eko"
4EDE,Orikà ni èdè Yorùbi 41-50,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. Ka ònka ni èdè Yorùbü pèlu Figo ti oye ii. Se idamo Aròpo àti àyokuro iii. Se idamo idi ati eyo."
ASA,Iwa Omolüàbi,"Ní Opin Idánilekôé, Akékôé Yoô Lě; i. So pàto ohun ti omolohàbi jé ii. Sàlàyé àwon àbùda omoluabi iii. Dahun Ibeere abe eko"
LIT,Ewi omodé.Atêtèsün Lateteji Iràwò,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Ka Ewi omode daradara ii. Ka ewi naà bi se ye iii. Fa koko inu ewi na yo iv.Dahun Ibeere abe eko"
5EDE,"Aramupo: an, en, in, on, un","Ní Opin Idánilekôo, Akékôo Yoô Lě; i. So pàto àwon fawéli àramupo ti’ owà ii. Lo Okookan faweli na ninu oro iii. Dahun Ibeere abe eko"
ASA,Eran Osin: Ewüré Adiye,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Daruko orisirisi eran osin ii. So iwulo eran osin iii. Dahun Ibeere abe eko si"
LIT,Itan Aroso Eré Onise,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Ka itan àròso kan pàto ii. Fa koko inu itan naa yo iii. Dahun Ibeere abe eko"
6EDE,Eya -ara -oju -imu -owo -eti ati enu,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Daruko awon eya ara ti owa ii. So iwulo ookan kan, awon eya ara naa Lo okookan won ni gbolohun kekere"
ASA,Iwulo aso fun asiko,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. So ni pato idi ti an fi wo aso ii. Daruko awon aso funasiko kookan iii. Dahun Ibeere abe eko"
LIT,Itan Ăroso olooro geere Ayoka ati igi irokô,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Ka itân ârôso ńâa daradara ii. Fa koko inu iatn naa yo iii. Dahun Ibeere abe eko"
7,Idanrawô Fun Idałi saa keji,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Dahun Ibeere abe eko naa pelu atunse ti oye"
8EDE,Orika ni ede Yoruba 51-60,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Ka ôrika ni ede yoruba pelu figo to oye ii. Ko onka ni ede yoruba iii. Salaye idi ati eyo"
ASA,Ăwon Osu ninu odun,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Sopâtó âwon ose ni ëde Yonibă ii. Pe âwon oșu ni ôkan-ô-jôkan iii. Ko orin tó ro ma âwon oșu năâ"
LIT,Ewi omodë Osumârô Ilë iwë,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Ka Ewi Omode ni âkâgbădun ii. Fa kókó inu ewi năâ yo iii. Dahun Ibeere abe eko"
9EDE,"Konsónaati ëdë Yoruba M, – Y","Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Ka âwon konsónăti ëdë Yordbă, ii. Ka âwon kónsónăti ëde Yorubă yekeyëke, iii. Dahun Ibeere abe eko naa"
ASA,-Awon Awo (1) -ĂwÔ pupa -Awô ôfefëe -Awô iyeyë,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Pe oruko âwon âwô kôôkan ii. Se Idămo âwon âwo na iii. So pâtó âwon âwo năâ iv. Se pâtó iye âwon âwo onipele klnni"
LIT,ltan Arôșo Ere Onișe,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Ka ltân ere onișe năâ ii. Fa koko inu lwe Itân năâ yo iv.Dahun Ibeere abe eko"
10EDE,Awon ohun âylkă -Ilë Ojâ -Ilë-eko -Ile-iwôsân,"Ní Opin Idánilekôo, Akékôo Yoô Lě; i. Daruko awon ohun ayika ii. Salaye iwulo okookan won iii. Dahun Ibeere abe eko"
