0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Basic Science
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,READINESS TEST AND REVISION OF SECOND TERM’S WORK,READINESS TEST AND REVISION OF SECOND TERM’S WORK
2,"SHAPE CONSTRUCTION WITH WOOD OR METAL -Tools used in shape construction such as Cutting tool. -Shape constructions methods: folding, bending","By the end of the lesson, pupils should be able to: i. Identify and state the tools used in shape constructions; ii. describe different shape construction methods. iii. construct an object using metal or wood."
3,"TYPES OF BUILDING -Definition of building Materials needed for building -Types of building special buildings, public building, e.g religious buildings, court house, prison, market etc,","By the end of the lesson, pupils should be able to: i. define the tem building; ii. identify and explain the need for buildings iii. identify and describe different materials used for building,’ iv. classify different types of buildings as related to their purposes."
4,VEHICLES -Meaning of vehicles -Different types of vehicles -External part of vehicle -Uses and disadvantages of vehicle,"By the end of the lesson, pupils should be able to: i. state what a vehicle is; ii. identify different typos of vehicle; iii. show different parts of vehicle(external parts); iv. explain tho uses and disadvantages of a car; v, draw a vehicle and label its extemal"
5,"FORMS OF ENERGY -Concept of enery – Forms of energy -Uses of energy -Sources of energy e.g sun, tides, waves, fuel, water","end of the lesson, pupils should be able to: i. explain the term energy; ii. describe the forms of energy; iii. state the uses of energy; iv. outline the sources of energy, v. compare the different forms of energy"
6,FOOD(CLASSES AND USE) -Classes of food -Uses of food – Adequate diet(Balanced Diet),"By the end of the lesson, pupils should be able to: i. name the different classes of food; ii. classify food as related to their uses; iii. discuss adequate diet(balanced diet)"
7,MID TERM BREAK,MID TERM BREAK
8,Harmful foods -Meaning of hamful foods. -Examples of harmful foods,"By end of the lesson, pupils should be able to: i. explain the meaning of harmful foods; ii. state examples of harmful foods;"
9,"THE DIGESTIVE SYSTEM -Meaning of digestion -Digesteive organs(mouth, tongue, the stomach, small intestine, large intestine) -Digestion of food","By end of the lesson, pupils should be able to: i. state the meaning of digestion ii. identify the digestive organs iii. show how food is digested iv. relate the importance of digestion to a healthy human"
10,"HUMAN BODY(THE MOUTH) -The tongue, the lips","By end of the lesson, pupils should be able to: i. recognize tongue and lips ii. examine the part of the tongue and their uses iii. draw the tongue and lips"
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
