0,1,2
,CLASS,Primary/Basic 1
,SUBJECT,Civic Education
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Revision of last term’s work/Second term examination questions,Pupils should be able to: i. explain some of the last term topics through revision done with them by the teacher.
2,Respect -Meaning,Pupils should be able to: i. Explain the meaning of respect; ii. Identify the importance of showing respect for one another and the society; iii. Highlight and discuss various examples of respect.
3,"Ways of showing respect Salutation/Greeting e.g. bowing, kneeling, prostrating etc.",Pupils should be able to: i.hightlight atleast three ways of showing respect; ii. demostrate ways of showing respect.
4,People to respect -Parents -Elders -Teachers -Principal -Head teachers,"Pupils should be able to: i. explain the meaning of respect; ii. highlight examples of people to be respected; iii. discuss ways to show respect to their Parents, Elders,Teachers proprietors/proprietess, head teachers etc."
5,People to Respect e.g. people who represent authorities -Ministers -Senators -Governors -President -Uniformed Men,Pupils should be able to: i. explain the roles of people in authority to respect list; ii. examples of people representing the authorities to be respected in the society
6,Places to respect Government buildings e.g. -Offices -Bank -Law Court -National Assembly etc,Pupils should be able to: i. identify atleast four places to respect; ii. discus what those places are used for.
7,MID TERM BREAK/ MID TERM TEST,MID TERM BREAK/ MID TERM TEST
8,Places to respect -Church -Mosque Plates to respect eg Places of Interest -The National -Museum -Amusement park National Arts theater,Pupils should be able to: i. Name the religious places to respected ii. Highlight places of interest
9,Things to Respect in the society e.g. -The Consitution -National flag -The National Anthem -The pledge,Pupils should be able to: i. Demonstrate ways to respect the national anthem and the national pledge; ii. Identify ways to respect national constitution and the national flag of the country; iii. explain the importance of respecting the national anthem.
10,Things to respect (cont) -The constitution -National Flag -Nigeria Currency -The Mace,"Pupils should be able to: i. Demonstrate how to respect things; ii. Identify how to respect places, time and things."
11,Revision,Revision
12,EXAMINATION,EXAMINATION
13,EXAMINATION,EXAMINATION
