0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,English Studies
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,"SPEECH WORK: Review-pronunciation practice on bi and polysyllabic words. For example: pilot, dentist, forest, building (bisyllabic) and harmonica photography, democracy, miscible (poly-syllabic).","By the end of the lesson, learners should be able to; l) identify bi and polysyllabic words ii) put stress on the right syllable; iii) identify the stressed and unstressed sylables; iv) pronounce the words correctly."
1,Structure: Review of direct and indirect speech,"By the end of the lesson, pupils should be able to: i) use direct and indirect speech orally and in writing. ii) change direct speech to indirect speech effectively iii) change indirect speech to d i re ct speech effectively iv) recognize and explain the changes that take place."
1,"Comprehension: passege on UNICEF, NAFDAC or any other consumer protection agencies","By the end of the lesson, learners should be able to: i) read and understand the passage ii) extract information from the passage; a) full name of said agency b)function cfsaid agency c)date of establishmenl of said agency and so on. iii. answer comprehension questions on the passage."
1,Dictation for the week,"Pupils should be guided 10 learn the following words: Rights. exploitation, law, awareness, package, present, consumer, act, share, assessing."
1,Working: Pictures story (concept of points),"By the end of the lesson, pupils should be able to: i) identify the features/content of pictures or graphics; ii) locate the information from the pictures graphics; iii) write down the information in wellorganized paragraphs."
2,"Speech work: Expressing wishes and supposition for example: I wish I was in Ibadan I wish I hed bicycle I were rich, I would give every beggar some money","By the end of the lesson, pupils should be able to: i. express wishes and suppositions clearly and correctly; ii. use the correct speech rhythm for both; iii. give as many examples as possible orally."
2,Structure: Futher practice on comparison of Adverbs,"By the end of the lesson, pupils should be able to: i. recognize the positive, comparative and superlative degrees of regular adverbs; ii. recognize the position, comparative and superlative degrees (forms) of the irregular adverbs; iii. distinguish the two types of adverbs in comparison."
2,Comprehension: A biography,"By the end of the lesson, pupils should be able to: i. read the passage with understanding; ii. identify the features and organization of the passage; iii. locate information from the passage; iv. provide answers to the questions attached to the passage."
2,Dictation of the week,"Learners should be able to spell correctly the following words Groan, together, shoulder, view, squeeze, deflate, huge, draft, final, panic"
2,Writing: A biography,By the end of the lesson pupils should be able to: i. explain what biography is; ii. describe a person or thing so that everybody will readily recognize him or it; iii. write a well paragraphed biography on any given person or thing.
3,Speech work: Giving Formal speeches -valedictory speech,"By the end of the lesson, pupils should be able to i. speak in public using the appropriate registers; ii. use the appropriate format in speech making; iii. express themselves orally using correct stress and intonation; iv. demonstrate good speech habits to clear pronunciation."
3,"Structure: Main clause modal ‘if for example if I am lazy , my mother will be angry","By the end of the lesson, pupils should be able to: i. recognized the conditional clause with modal ‘if in sentences; ii. identify the main clause and subordinate (conditional) clause; iii. give their own example of the clause using them in sentences."
3,Comprehension: Passage on Graduation/Prize Giving Day valedictory Day,"By the end of the lesson, pupils should be able to: i. read the passage with understanding ii. obtain useful information from the passage; iii. share information with others; iv. answer questions on the passage."
3,Dictation for the week,"Pupils should be guided b learn the following words embezzlement, obituary, ovulation, phobia, valedictory, politics, enlarge , germ, public, brutal"
3,Writing: Valedictory Speech,"By the end of the lesson, pupils should be able to i. recognize the features of a speech for example: topic, introduction, body (the main point) and the conclusion; ii. write an outline of their ideas; iii. develop the outline (draft) into a good speech putting the features into consideration."
3,Supplementary reading,"By the end of the lesson, pupils should be able to i. share with others the story they read; ii. discuss lesson learnt from the book; iii. related event in the story to their personal lives"
4,Speech work: Oral comprehension on ‘Myself,"By the end of the lesson, pupils should be able to: i. introduce themselves appropriately; ii. speak about themselves giving the appropriate information; iii. use the correct intonation, stress and rhythm pattern in expression"
4,"Structures: Intensifiers; for example very, so too, quite, greatly, really","By the end of the lesson, pupils should be able to: i. explain what intensifiers are; ii. identify intensifiers; iii. formulate a meaningful sentences using the intensifiers correctly."
4,Reading: Autobiography,"By the end of the lesson, pupils should be able to: Read the passage with understanding; i. identify the features and organization of the passage; ii. locate information from the passage; iii. provide answers to the questions raised from the passage."
4,Dictation for the week,"Pupils are to be guided to learn the following words: Livestock, nursery, stream, shelter, harvest, implement, diagram substances, allocate, evidence"
4,Writing: An auto-Biography,"By the end of the lesson, pupils are to be able to: i. explain autobiography; ii. observe closely the structures and content of an auto-biography; iii. write their own life history."
5,Speech work: speaking at interview,"By the end of the lesson, pupils should be able to: i) express themselves clearly during the stimulated interviews; ii) identify the important of good morals and behavior pattern at an interviews; iii) answer simple questions at stimulated interview fluently; iv) participate in class drama on interview."
5,Structure: Use of English (Preposition of place),"By the end of the lesson, i. recognize when each preposition is used; ii. Search for more examples of sentence on web."
5,Reading:A passage on job interview,"By the end of the lesson, pupils should be able to: i) read the passage with understanding; ii) obtain useful information from the passage; iii)answer questions on the passage"
5,Dictation for the week,"Pupils should be guided to learn the following words; encounter, seizure, slavery, puppy, bulldozer, request, bonus, channel, dial, and recharge."
5,Writing: Further practice on informal letter,"By the end of the lesson, pupils should be able to: l) define an informal literacy; ii) state categories of people, we write an informal letter to orally; iii) write an informal letter correctly."
6,Reading: Passage on Tourism,"By the end of the lesson, pupils should be able to: i. read the passage with understanding; ii. recognize the purpose of reading the passage iii. identify the main ideas in passage; iv. answer questions on the passage"
6,Dictation for the week,"Pupils are guided to learn the following words; Epidemic, obsession, bully, bungalow, steward, recall, select, reward, embrace, digital"
6,Writing: E-mail and Text message,"By the end of the lesson, pupils should be able to: i. identify what essential and non essential are; ii. prepare e-mail and text message; iii. send e-mail and text message."
7,Midterm activity,Midterm activity
8-11,General Revision,General Revision
12,Examination,Examination
