0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,English Studies
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,"Speech work: Revision -Aural discrimination of diphthongs, for instant /ou/ and/au/ as in ‘know’ and ‘cow’ /ei/ and /e:/ as in ‘been’ and ‘bare’ /i:/ and /e/ as in there’ and ‘ hair’","By the end of this lesson, pupils should be able to: i. distinguish between the sounds; ii. draw contrast between the duo sounds when used in words; iii. construct reasonable sentences using the words to bring out their meaning."
1,"Reading: passage on use of vocabulary for example, passage on modern medicine, moral qualification","By the end of the lesson, pupils should be able to: i. read and comprehend the passage; ii. recognize new words from the passage; iii. inaugurate the liaison between the topic sentence and the main ideas in a given passage ; iv. affix contextual meaning to new words generate. from the given passage v. demonstrate how each word is applicable to modern medicine, moral, qualities etc."
1,Structures: Word formation Adjective from nouns(revision) E.g. courage-courageous Tragedy-tragic Storm-stormy,By the end of the lesson pupils should be able to: i. revise the meaning of adjectives and nouns; ii. formulate adjectives from noun correctly; iii. use the formulated adjectives and nouns adequately in sentences; iv. infer functions of adjectives; iv. explain the method of formulating adjectives from noun.
1,Dictation for the week,"Pupils are to be guided to learn the following words: Critique, indigenous, disc, virus, proclaim, antics, hilarious, fantasy, bare, magnanimous"
1,Writing: Informal letter on the last holiday,"By the end of the lesson, pupils should be able to: i. cite and describe the features of an informal letter; ii. survey the style and pattern of sentence structure; iii. write an informal letter on the given topic,"
1,Writing technical manuals – keeping a diary,"By the end of the lesson pupils should be able to: i. recognize a diary and state its purpose, ii. identify the features of a diary entry, iii write a daily diary entry for one week"
2,"Speech Work – Pronunciation of mono and bi- syllable words For example: ‘cat;, ‘dog’, ‘car’, ‘sky’ (mono-syllabic) ‘Ho-tel , ‘Po-em’, ‘cho-rus’k","By the end of this lesson, pupils should be able to: i. recognize mono and bisyllabic words; ii. particularize the differences between mono and bi-syllabic words; iii. pronounce words having mono and bi-syllabic words respectively."
2,Reading :A Play,"By the end of the lesson, pupils should be able to; i. Read a drama passage/piece ii. Role play the characters in the drama passage iii. Identify some features of drama iv. Bring out the moral lesson from the drama passage."
2,Stucture: Word formation – Nouns from adjectives. For examples: holiness- holy Dimness-dizzy Smartness-smart,By the end of the lesson pupils should be able to: i. create nouns from adjectives ii. recognize the suffix required to change adjectives to nouns; iii. make reasonable sentences with the nouns generate from the adjectives.
2,Dictation for the week,"Pupils are to be guided learn the following words: Rebel, Investigate, Argue, Pollute, Incubator, Dazzle Mentor, Odor, Maggot"
2,Writng : A Play,"By the end of the lesson, pupils should be able to: i. idenW the features of a play, for example: characterization, dialogue, plot, setting and so forth. ii. wite a play on their own of not less than three characters on any interesting theme (topic) of their choice."
3,Speech Works: participating in a short play.,"By the end of the lesson, pupils should be able to: i. memorize parts of drama presentation; ii. play roles assigned to them; iii. act short plays effectively."
3,Structure Work: homonyms – for example: table advice-guidance Advise -recommended Ail – to suffer poor health Ale -a beverage.,"By the end of the lesson, pupil should be able to: i. explain what homonyms are; ii. compute examples of homonyms; iii. use the homonyms in sentences to bring out their meaning"
3,"Reaching: A passage on an argumentative essay topic (Democratic or military rule, The teacher and the learner, Village or town school).","By the end of the lesson, pupils should be able to: i) read the given passage with understanding ii) recognize the key points in the passage; iii) answer questions on the passage correctly."
3,Dictation for the week,"Pupils should be guided to learn the following words conflict, dispute, personality altercation, unity, harmony, situation, exchange, pitch, pleasant"
3,"Writing: Argumentative Essay, for example: science does more harm to humanity than good","By the end of this lesson, student should be able to: i) define argumentative essay ii) develop an outline for an argumentative essay introductory paragraph body paragraph conclusion iii) write in favor of or against any given argumentative topic iv) Present an argument verbally."
3,Supplementary Reading.,"By the end of the lesson, pupils should be able to: i) share with other pupils the story read; ii) discuss lessons learnt from the book; iii) relate events in the story to their personal lives"
