0,1,2
,CLASS,Primary/Basic 2
,SUBJECT,Information Technology
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,REVISION OF 2nd TERM WORK,REVISION OF 2nd TERM WORK
2,Classification of computers by generations – first generation -Third generation,"At the end of the lesson, pupils should be able to: i. Explain first and third generations of computers"
3,computers by generaüons -first generation -Third generation,"At the end of the lesson, pupils should able to Explain first and third generations of computers"
4,Classification of computers by generations -Fourth generation -Fifth generation,"At the end of the lesson, pupils should able to Explain fourth and fifth generations of computers"
5,Classification of computers by generations -Fourth generation Fifth generation,"At the end of the lesson, pupils should able to -Explain fourth and fifth generations of computers"
6,Classification by purpose -Special purpose -General purpose,"At the end of the lesson, pupils should be able to -Explain special and general purpose computers"
7,Mid-Term Assessment,Mid-Term Assessment
8,Classification by purpose -Special purpose -General purpose,"At the end of the lesson, pupils should be able to i. Explain special and general purpose computers"
9,Shutting-down the computer -Sleep -Hibernate -Restart -Shutdown,"At the end of the lesson, pupils should be able to i. Carry out the various of shutüng down tie computer ii. Distinguish between the various ways of shutting down the computer"
10,Shutting down the computer -Sleep -Hibernate -Restart -Shutdown,"At the end of the lesson, pupils should be able to i. Carry out the vaious ways of shuting down the computer ii. Distinguish between the various ways of shutting down the computer"
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
