0,1,2
,CLASS,Primary/Basic 1
,SUBJECT,History
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,REVISION,General revision of the second term work
2-3,TRADITIONAL RULERS IN LAGOS 1.Who is a traditional ruler? 2. Mention Paramount Traditional rulers in Lagos 3. ReIate How traditional rulers are chosen 4.Examine the historical significance of traditional ruler in Lagos,"By the end of the lesson, pupils should be able to: 1, explain the meaning of traditional ruler. 2. describe a paramount traditional ruler 3. outline why traditional rulers are important to the history of lagos"
4,"The name of traditional ruler in the community where school is located, of the traditional ruler title. The origin of the traditional ruler’s in the community","By the end of the lesson, pupils should be able to: 1.Recall the name of treaditional ruler in the community where the school is located; 2. Mention the title of the traditional ruer in the community where the school is located 3.Examine the origin of the traditional ruler-ship in the community 4.Classify the traditional ruler in the community into the appropriate category of traditional in ruler in Lagos"
5,THE PROCEDURES OF BECOMING A TRADITONAL RULER IN LAGOS -The various traditional rites involved before an individual becomes a traditional ruler in Lagos -Items involved in the instalation or coronation of a traditional ruler in Lagos i.e. Akoko leaves etc. -How a traditional ruler lagos is deposed/dethroned,"By the end of the lesson, pupils should be able to: 1. explain the procedures of becoming a traditional ruler in lagos 2. mention the various traditional rite involve before an individual becomes a traditional ruler in Lagos. 3. discuss the item involve in the installation or coronation of a traditional ruler in Lagos. 4. relate how a traditional ruler in Lagos is dethroned."
6,"SYMBOLS OF TRADITIONAL RULERS AUTHORITY. The uses ofthe symbols oftraditional ruler, authority the composition materials used in producing symbols of traditional rulers authority. The relevance of these Symbols of Traditional rulers authority to history","By the end of the lesson, pupils should be able to: 1. Explain symbols of traditional Ruler authority 2. Discuss the uses of the symbol of authority of traditional ruler 3.Mention the material the symbol of authority are made of 4.Tell why these symbols of traditional rulers authority are relevant to History"
7,MID TERM BREAK,MID TERM BREAK
8,"THE ROLES OF TRADITIONAL RULERS -Political role, Religious Role and Judicial Roles etc -Limitation to the power ofthe traditional rulers","By the end of the lesson, pupils should bc ablc to: 1. Discuss thc roles of traditional rulers 2. Discuss the political rolcs of traditional rulers; 3. Explain the rcligious and Judicial roles of traditional rulers 4.Relate the limitation to the power of the traditional ruler"
9,"TITLE HOLDERS -Who is a title Holder? -The various types of title holders in the community i.e. Balogun, Iplode, Apena Oluwo etc -Criteria for making a person a traditional title holder, -condition that can result in the removal of title holder","By the end of the lesson, pupils should be able to: I.Explain who is a title holder 2. Mention the types of title holders in the community 3.Discuss the criteria for making a person a traditional title holder 4.TeIl why a tide holder may be removed from his/her position"
10,DUTIES OF TRADITIONAL TITLE HOLDERS -Various duties of title holders – Importance of traditonal title holder,"By the end of the lesson, pupils should be able to: 1.Mention the duties carried out by title holders; 2.Research the importance of title holder in the community; 3Discuss the duties of å title holders the community; 4. examine the short comings of the title holders."
11,THE LOCAL GOVERNMENT CHAIRPERSON -What is a local government’ -The name of the local government area where the school is located -The name of the local government chairperson -Functions of the local Government Chairperson,"By the end of the lesson, pupils should be able to: 1. Define a local government and explain who a local govemment chairperson is 2.Give the name of the local government chairperson"
12,REVISION,General Revision of third term work
13,EXAMINATION,EXAMINATION
