0,1,2
,CLASS,Primary/Basic 2
,SUBJECTS,Social Studies
,TERM,Second Term
WEEK,TOPICS,Learning Obdectices
1,Revision first term work,Recall most of the last term’s topic and provide answers to the assessment test given
2,Meaning and importance of greeting,"By the end of this lesson, pupils should be able to i. explain the meaning of greeting ii. state the importance of greeting iii. mention people we should greet."
3,Forms of greeting,"Pupils should be ablc to: i. mention forms of greeting e.g kneeling ,prostrating ,bowing, etc ii. identify greeting as a way of showing respect to people iii. Perform various act or forms of greeting in their culture"
4,Meaning and the of environment,Pupils should be able to: i. Explain the meaning of environment ii. State types of environment iii. Mention things found in our environment
5,Ways of keeping our environment clean,"By the end of this lesson, pupils should be able to: i. mention ways of keeping our environment clean ii. list the tools needed to keep our environment clean iii. explain the meaning of sanitation and how often it should be done."
6,Importance of cleaning in our environment,"By the end of this lesson, pupils should be able to: i. mention the importance of cleanliness in our environment ii. mention the effect of dirty environment iii. mention environmental activities to be carried out in our homes and school"
7,MID-TERM BREAK,MID-TERM BREAK
8,Meaning of accidents Causes of accidents at home and school,"By the end of this lesson, pupils should be able to: i. Define accidents ii. Mention causes of accidents in the schools iii. Mention causes of at home iv. Mention the danger spots at home and in the school. E.g. toilet, bath tub, kitchen, playground etc."
9,Causes cf accidents at home and in school,"Pupils should be able to: 1. Identify causes of accidents at home and in the school 2. Mention dangerous such as pin, knife, match stick"
10,Effects of home and school accidents,Pupils should be able to: i.Explain the effects of home and school accidents. ii. Mention various places where accident can occur at home and in the school iii. List dangerous objects they must not play with
11,How to prevent accidents in the school and at home,"Pupils should be able to 1, Explain ways ofpreventing accidents in the school and at home 2. Mention ways of helping accident victims at home and in the school 3. Mention emergency line numbers in Nigeria e.g. (767)"
12,REVISON,REVISON
13,EXAMINATION,EXAMINATION
