0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,English Studies
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,A. Oral Comprehension,"By the end of the lesson, pupils should be able to: i. deduce the main idea of the passage; ii. analyse the purpose of the passage. iii. use evidence from the passage to explain supporting ideas; iv. explain meaning of unfamiliar words in the passage; v. relate the passage to issues of national values e.g. discipline."
1,B. Structure Column,"By the end of the lesson, pupils should be able to: i. Read simple passages on the content column ii. Re-write the passage into their notebook the spacing their handwriting. iii. Write clearly, observe the spacing between the letters in a word, and words in a sentence."
1,C. Vocabulary building (Teaching of new words),"By the end of the lesson, pupils should be able to: i. identify new words and pronounce them; ii. recognize new words meanings; iii. demonstrate the meaning of the new words; iv. use the new words in sentences."
1,D. Composition: How I spent my last holiday,"By the end of this lesson pupils should be able to: i. use simple sentence to discuss the narrative composition; ii. write out points about how “I spent my last holiday”, iii. write a composition on the given topic"
2,A. Phonics pronunciation of multi syllabic words,"By the end of the lesson, pupils should be able to: i. Produce four and five syllable words ii. Identify four and five syllabic words in sentence. iii. Complete four and five syllabic words"
2,"B. structure: Use of capital letter, punctuation marks in sentences","By the end of the lesson, pupils should be able to: i. describe “capital letters” or “higher cases”; ii. apply ‘capital letter’ / “higher cases” correctly; iii. use punctuation marks (e.g. comma, semi colon etc.) correctly in sentences."
2,C. Vocabulary building (Teaching of new words),"By the end of the lesson, pupils should be able to: i. identify new words and pronounce them; recognize new words meanings; ii. demonstrate the meaning of the new words; iii. use the new words in sentences."
2,D. Oral and written comprehension disaster risk reduction,"By the end of the lesson, pupils should be able to: i. Answer questions on the main points in the story in their own words. ii. Repeat the story in their own words iii. Retell similar stories"
2,E. Composition: -How I spent my last holiday,By the end of this lesson pupils should be able to: Use simple sentence to discuss the narrative composition (ii) Write out point on how “l spent my last holiday”. (iii) Write a composition on the given topic.
2,Dictations for the week,"Learners are to be guided to: i. leam the following words: cabinet, caliber. Calling, capable, carpenter, captain, capture, caption, careful."
3,A. Sounds /f/ and /v/,"By the end of the lesson, pupils should be able to: i. Pronounce the sounds; ii. Compare the sounds; iii. dentify the sounds in words iv. Use the sounds for dialogue"
3,B. Structure,"By the end of the lesson, pupils should be able to: i. Read simple passages and identify national values discussed on them. ii. Write the passage clearly and legibly in their exercise book. iii. Study and understand the spacing between letters in words and words in a sentence."
3,C. Vocabulary building,"By the end of the lesson, pupils should be able to: i. identify new words and pronounce them; ii. recognize new words meanings; iii. demonstrate the meaning of the new words; iv. use the new words in sentences."
