0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,English Studies
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,A. Structure: Using past continuous tense in sentence,"By the end of the lesson, pupils should be able to (i) recognize past continuous tense in sentences; (ii)create sentences with past conünuous tense."
1,B. Vocabulary building,By the end of the lesson pupils should be able to: (i) team and pronounce new words. (ii) identify unfamiliar words and determine their meanings. (iii)use the new words in speaking and writin s.
1,C. Oral and written comprehension,"By the end of the lesson, pupils should be able to: (i)Read the passage; (ii) Repeat the story in their own words (iii) Draw out the main points from the passage (iv)Answer questions on the passage"
1,D. Writing: composition on (how I spent my last holiday),By the end of this lesson pupils should be able to: (i) use simple sentence to discuss fre narrative composition (ii) wite out point on how “l spent my last holiday”. (iii)Write composifions on the given topic.
1,Dictations for the Week,"Learners are to be guided to: i.)learn the following words: fiction, filling, finding, fitness, forever, fortune, founder, freedom"
2,A. Structure: Expressing future actions in a negative form (E.g. we will not be going to church next Sunday),"By the end of the lesson, pupils should be able to: (i) explain the future tense; (ii) produce correct sentences in the simple pure tense; (iii)answer correctly to interrogative sentences using contracted forms of “will” and “shall”."
2,B. Vocabulary buildin,By the end of the lesson pupils should be able to: (i) leam and pronounce new words; (ii)identify unfamiliar words and determine their meanings; (iii) use the new words in speaking and writings.
2,C. Oral and written comprehension,"By the end of the lesson, pupils should be able to: (i) read the passage and repeat the story in their own words; retell similar stories; (iii)answer questions on the main points in the story in their own words."
2,D. Writing: composition on (how I spent my last holiday),By the end of this lesson pupils should be able to: (i) use simple sentence to discuss the narrative composition; (ii) write out point on how “I spent my last holiday”; (iii) write a composition on the given topic.
2,Dictations for the Week,"Leamers are to be guided to: i.)learn the following words: forward, further, gateway, salary, general, genetics, genius, gigabit, greater, hungry, hanging, heading, healthy."
3,A. Structure: Expressing future actions in the negative form,"By the end of the lesson, pupils should be able to: (i) identify modal verbs for future; (ii) produce correct sentences in the simple future tense; (iii) answer correctly to interrogative sentences using contracted forms of “will” and “shall*."
3,B. Vocabulary building,"By the end of the lesson, pupils should be able to: (i) identify new words and pronounce them; (ii) recognize new words’ meanings; (iii) demonstrate the meaning of the new words•v (iv) use the new words in sentences,"
3,C. Oral and written comprehension,"By the end of the lesson, pupils should be able to: (i) discuss the main idea of the poem (ii) use evidence from the passage to discuss supporting ideas (iii) identify values and lessons in given poems; (iv) relate the ideas and values in the passage to personal experience."
3,D. Writing: What I would like to be in future,By the end of this lesson pupils should be able to: (i) use simple sentences to discuss the narrative composition; (ii) write out points on “What I would like to be in future; (iii) write a composition on the given topic.
