0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,Social Studies
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Revision of Second Terms Work,
2,Meaning of Road Accident,"Pupils should be able to: i. Define road and road accidents ii. Classify roads into private drive pathways, two-lane highways, dual carriage easy and expressways iii. Describe road on each classification of roads."
3,Causes of Road Accidents,Pupils should be able to: i. List causes of mad accidents. ii. Describe how drivers and other mad users should maintain mads iii. Explain in dctails of road sign and their meaning
4,Effecs of Road accident,"By the end of this lesson, pupils should be able to: i. Mention effects of road accidents on the victim ii. Discribe the damage done to the road and vehicle involved"
5,Solution to Road Accident,Pupils should be able to: i. Identify solution to the road accidents ii. Mention security agents that help people at the scene of road accidents
6,Meaning of first aid,"Bythe end of this lesson, pupils should be able to i. Define First Aid and Aid Box ii. Explain who a First aid gver is. iii. State emergency hotlines in Nigeria (767)"
7,MID-TERM BREAK,MID-TERM BREAK
8,Objects found in First Aid Box,Pupils should be able to: i. List the contents of First Aid Box. ii. Explain the uses of each contents of the first aid box
9,Simple fist aid reament,Pupils should be able to: i. Describe how simple first aid is applied to an accident victim ii. Give report of what has been done for the victim and call for emergency if need be. (767)
10,Security Agencies and their Primary duties,Pupils should be able to: i. Define security ii. Mention security agents in Nigeria iii. Mention the duties of security agencies
11,Revision,Revision
12,Revision,Revision
13,EXAMINATION,EXAMINATION
