0,1,2
,CLASS,Primary/Basic 1
,SUBJECT,Mathematics
,TERM,Second Term
WEEK,TOPIC,Learning Objectives
1,Revision of first term’s work Counting Skill: Numbers1-70 Writing Skill: Numbers 1 – 70,Pupils should be able to: i. count and write numbers 1-70 order numbers from 21- 50; ii. identify numbers from 1 -70; iii.add two 1- digit numbers with sum not more than 10 using math facts; iv. describe the value of zero when zero is added to numbers;
2,"Introduction to Math facts: -Addition of numbers -Counting Numbers 71-80, 1-80.","Pupils should be able to: i. count and identify numbers 71-80, 1 – 80; ii. write numbers 1 – 80 in numerals; iii. explain the term addiüon”; iv.describe real life situations on double in math statements E.g. 5 fingers + S fingers = 10 fingers, 2 eyes+ 2 eyes = 4 eyes; v. add whole numbers with sum not more than 20; vi. add three whole numbers with sum not more than 20; vii. simple math addition e.g. skip count in 2s, 3s; viii. apply addition of single digit numbers to real life situations (Real life problems); ix. solve quantiutive reasoning on addition"
,"Writing Skill: -Addition of two 1- digit numbers with sum not more than 20 -Addition of three 1- digit numbers with sum not more than 20. -The concept of doubles and near doubles -Count forward in 2s, 3s",
3,"Introduction to Maths Fact: -Subtraction of numbers -Counting Skills: Numbers 81-90, 91-100 -Count the numbers backwards","Pupils should be able to: i. count and idenüfy numbers from 81-90, 1-90; ii. write numbers 1-90 in numerals; iii. explain the term “Subtraction” and its sign list other terms related to; to subtract’ e.g. minus, take away, less, fewer, reduce; iv. analyse the order of numbers in subtraction; v. identify the minuend and subtrahend in a subtraction equation; vi. subtract 7.em (mm any number and identify the automatic answer; subtract a number itself count backward to subtract numbers; vii. subtract two whole numbers within 10; viii. subtract numbers on a number line apply subtraction of single digit in numbers real life situations (Real life pmblems)."
3,Writing Skill: – Subtraction of two 1 digit numbers within to -Application of the concept in subtraction,
4,Identification and counting of numbers 51-100 and 1 -100,"At the end of the lesson, pupils should be able to: i. count and identify numbers 51-100, 1-100; ii. count numbers of objects from 51-100 ; iii. write numbers 51-100 in numeral; iv. arange numbers 51-100 in order of magnitude; v. skip count in 2s and 10s from 1— 100 and backwards fiom 100 — 1; vi. write and practice addition of two whole numbers with sum not more than 20; vii. subtraction of numbers within 20 count numbers up to 100 and count on any number bad-wards to zero."
4,Writing Skill: -Writing of numbers 51 — IOO and 1-100 in numerals -Dictation of numbers,
5,Introduction Math facts: -Addition of numbes: Numbers 101-110,"At the end of the lessons, pupils should be able to: i. identify numbers from 101-110; ii. count from 1-110 iii. write numbers 1 — 110 in iv. explain the term addition;’ v. add two whole numbers with sum not more than 20 vi. write simple math equations 10 + 8 + 5= 23 vii. identify fact families in addltion: 4 + 6 = 10 and 6 + 10 viii. skip count in 2s.3s and 10s; xi. apply addition of single and doubled numbers to real life situations (Real life problems); x. solve quantitative reasoning on addition find."
6,Introduction to Math facts: Subtraction of numbers Counting Skill: Numbers 110-120,"At the end of the lessons Pupils should be able to: i. identify numbers from 110-120 ii. Count fmm I – 120 iii. write numbers 1 — 120 in numerals iv. explain the tem ‘Subtraction- v. list other terms related to subtraction like minus, take away, less, fewer, reduce, lost, remain vi. identify minuend and subtrahend in a subtracti0n equation; vii count forward and backwards in 2s and 3s; viii. count backward to subtract numbers; ix. subtract numbers 1 more or less than ; x. subtract two whole numbers within 20; xi. write simple math equations 12 – , 17-11; xii. subtract numbers on a number line only subtraction of single digit numbers from double digit numbers to real life situaüon (Real life pmblems) ."
6,Writing Skill: -Subtraction of two 1digit numbers within 20 -Subtraction of I-digit number from 2-digit number within 20.,
7,MID TERM BREAK,MID TERM BREAK
8,Whole Numbers Counting Skills: Numbers 121-130 and 1-130,"At the end of the lesson, pupils should be able to: i. idenüfy numbers from 1-130. ii. read and write numbers 1-130 in numerals iii. compare numbers from 1 — 100 using more than, less than and equal to. iv. count forward in ones from any number between 1-100. v. countfrom 1 – 130 order numbers in 2s and vi. write dictated numbers identify shapes used in counting numbers add two whole numbers"
8,"Writing Skills: Numbers 121-130, 1130 -Dictation of numbers -Ordering of numbers: 51-100 -Comparing numbers within 1-100",
9,"Two Dimensional Shapes Counting Skills: -Numbers 231-240 -Skip count in 2s, 5s, 10s","At the end of the lesson, pupils should be able to: i. count and identify numbers from 231-240 count forward to 240 and backwards. ii. skip count in 2s, 5s, and 10s. iii. recognize and identify the objects that belongs to 2 dimentional shapes around them. iv. identify different shapes such as square-chess board, Circle-tyre or coin, Rectangular-door, Triangle- C-caution. v. mention 2 dimentional shape containers used at home. viapply capacity in real life situations vi. solve quantitative reasoning"
9,"Writing Skills: – Writing of the numbers – Recognization of curved line, straight lines. – Description of shapes and Figures",
10,Capacity Three dimensional Shapes. Counting Skills: -Number 241-250,"At the end of the lesson, pupils should be able to: i. count and identify numbers from 241-250 count forward to 240 and backwards. ii.skip count in 2s, 5s, and 10s. iii. mention the objects that are three-dimensional shapes in nature e.g sugar cube-cube, match-box- cuboid, tins of milk- cylinder, flying kitekite. v. mention 3 -dimensional shape containers used at home for storage of concrete objects and storage of liquids compose and decompose 3D shapes vi. Apply capacity in real life situation vii. Solve quantitative reasoning in exercise related to 3 dimensional"
10,Writinf Skills: – Writinf of the numbers – description of shapes and numbers -compose a big 2-D shape using smaller given shapes -decompose a larger shape into a given number of smaller shapes.,
11,"Data collection -Counting Skill: -Numbers 1-250 -Skip count in 2s, 5s and 10s up to 250 and backwards","By the end ofthe lesson, pupils should be able to: i. count and identify numbers from 1-250 ii. count forward up to 250 and backwards. iii. skip count in 2s, 5s and 10s to 250 and back. iv. give simple meaning of data collection v. retrieve infomaäon on pictograph and interpret data presented in displays; vi. compare the result on two or more information retrieve on pictograph e.g. the difference in children loving colours; vii. apply collection in real life situations viii. Solve reasoning in exercises relating to data collecton"
11,Writing Skill: -Writing of the numbers •Data collection -Pictograph -Retrieve and interpret data -Collate their age group (mates) with their heights,
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
