0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Social Studies
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Revision of Second Terms Work,
2,Meaning of road Accident,"By the end of the lesson pupils sh0Utd be able to: 1. Define road and road accidents 2. Classify roads into private drive pathways, two-lane highways, dual carriage easy and expressways 3. Describe road accidents on each classification of roads."
3,Causes of Road Accidents,By the end of the lesson pupils should be able to: 1. List causes of road accidents. 2. Describe how drivers and other road users sh0uld maintain roads 3. Explain in details of road sign and their meaning
4,Effects of Road Accidents,By the end of the lesson pupils should be able to: 1. Mention effects of road accidents on the victim 2.Describes the damage done to the road and vehicle involved
5,Accident,By the end of the lesson pupils should be able to: 1. Identify solution to the road accidents 2. Mention security agents that help people at the scene of accidents
6,Meaning of First Aid,"By the end of the lesson pupils should be able to: I, Define First Aid and Aid BOX. 2. Explain who a First Aid giver is. 3. State emergency hotlines in Nigeria. (767)"
7,MID TERM BREAK,
8,Objects found in First Aid Box,By the end of the lesson pupils should be able to: 1. List the contents of First Aid Box. 2. Explain the uses of Each contents of the First Aid Box
9,Simple First Aid treatment,"By the end of the lesson pupils should be able to. 1. Describe how simple first aid is applied to an accident victim 2, Give report of what has been done for the victim and call for emergency if need be. (767)"
10,Security Agencies and their Primary duties,By the end of the lesson pupils should be able to: 1. Define security 2. Mention security agents in Nigeria 3. Mention the duties of security agencies
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
