0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,Basic Science and Technology
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,REVISION AND READINESS TEST,
2(Basic Science),Simple machine(lever) -Definition of simple machine -Definition and examples of a lever -Types and parts of a lever -Uses of a lever,"By the end of the lesson, pupils should be able to: 1. explain what a simple machine is 2. define what a lever means and state some examples 3. draw and label different types of lever 4. discuss the use of lever"
(PHE),Food and nutrition,"By the end of the lesson, pupils should be able to: 1. discuss the concept of food and nutrition 2. mention sources of food nutrient 3. highlight the nutritional deficiency disease 4. investigate the characteristics of those defficiency disease"
(IT),Large scale application of computer -Internet banking – E- commerce – Teleconfrencing etc,"By the end of the lesson, pupils should be able to: 1. outline various large scale application of computer"
3(Basic Science),Pulley,"By the end of the lesson, pupils should be able to: 1. explain and identify pulley 2. examine different uses of pulley in everyday life 3. distinguish between fixed and moveable pulley 4. make and use pulley to do everyday work"
(PHE),Food and nutrition,"By the end of the lesson, pupils should be able to: 1. mention the food nutrient 2. explain the effect of family size on nutrition 3. investigate the characteristics of nutritional deficient person"
(IT),Social media Definition Categories,"By the end of the lesson, pupils should be able to: 1. Explain social media and outline its categories"
4(Basic Science),Incline planes (meaning): -examples of incline planes -construction of indined plane. -advantages of inclined plane,"By the end of the lesson, pupils be able to: 1. Mention examples of inclined planes; 2. Construct and use inclined planes to move objects; 3. State the advantages of inclined plane."
(PHE),Martial Art History of Judo,"By the end of the lesson, pupils should be able to: 1. discuss brief history of judo 2. itemize equipment of judo 3. analyze the importance of judo"
(IT),Misuse of computers -Invasion of privacy -Programming virus -Illicit sites -Fraud/stealing,"By the end of the lesson, pupils should be able to: 1. Outline and explain the various ways of misusing computers"
5(Basic Science),"FORCES: Meaning of force (as a push or pull) Example, of forces; Types of force Effects of force on materials.","By the end of the lesson, pupils be able to: 1. Develop a definition for force: 2. Mention some examples of force; 3. state the types of force 4. Analyze the effects of force on materials"
(PHE),Martial Art Rules of judo and Skills,"By the end of the lesson, pupils be able to: 1. state rules of judo 2. list terminologies in judo game 3- demonstrates the judo basic skills"
(IT),Career opportunities in computer Programmer System analyst Computer Engineer Data scientists Computer technicians etc,"By the end of the lesson, pupils should be able to: 1. Outline various career opportunity in computer"
6(Basic Science),Frictional force,"By end of the lesson, pupils be able to: 1. explain fictional force; 2. describe instances of the application of frictional force in daily activities; 3. discuss the advantage and disadvantages of frictional force 4-relate frictional force to daily activities"
(PHE),Swimming Strokes,"By the end of the lesson, pupils should be able to: 1. discuss meaning swimming 2. demonstrate swimming strokes 3. explain most dificult easiest swimming stoke"
(IT),Scratch in the environment (Ocean Clean-up),"By the end of the lesson, pupils should be able to: 1. Apply scratch programming to execute activities to preserve the climate."
7,MID TERM BREAK,MID TERM BREAK
8(Basic Science),"Water Project -Meaning of water project -Example of water project in Nigeria e.g dam, lake, river. canal e.t.c. -Benefit and hazards.","By the end of the lesson, pupils be able to: 1. develop a definition for water project; 2. list some examples of water projects in Nigeria 3. analyze the benefits and hazards of water projects."
(PHE),"Pathogens, diseases and prevention:","By the end of the lesson, pupils should be able to: i. discus concept of disease and pathogen 2. mention types of pathogen e.g. bacterial, virus. 3. distinguish between disease and pathogen 4. Investigate ways of preventing diseases"
(IT),Scratch project,"By the end of the lesson, pupils should be able to: 1. Apply scratch programming to execute activity of choice (from home, school or community setting)"
9(Basic Science),CONTINOUS ASSESSMENT,
(PHE),"Diseases; Meaning, signs and symptoms","By the end of the lesson, pupils should be able to: 1. discus concept of disease 2. identify between signs and symptoms of diseases 3. compare between sickness and illness"
10(Basic Science),REVISION,
PHE,Meaning of communicable and noncommunicable diseases,"By the end of the lesson, pupils should be able to: 1. define communicable and noncommunicable diseases 2. list kinds of communicable diseases 3. give concepts of noncommunicable diseases 4. identify types of noncommunicable diseases"
11(Basic Science),REVISION,
(PHE),Issues and Challenges in PHE,"By the end of the lesson, pupils should be able to: 1. discus Issues and Challenges in sports 2. mention different types of issues and challenges drugs 3. list different types of drugs 4. highlight the uses of drug 5. investigate the effects of drinking and smoking 6. summarize the effects of drugs on athlete"
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
