0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Security Education Scheme of Work for Primary/Basic 3,Security Education Scheme of Work for Primary/Basic 3,Security Education Scheme of Work for Primary/Basic 3
,CLASS,Primary/Basic 3
,SUBJECTS,Security Education
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,Elements of Security: – Confidentiality – Integrity – Authenticity – Availability,"By the end of dis lesson pupils should be able to: i.Explain, elements of security ii. Give examples of elements of good security"
2,Elements of Security Integrity,"By the end of this lesson, pupils should be able to: i. Explain the meaning of integrity. ii. Discuss why integrity is a vital element of security"
3,Elements of Security: Confidentiality,"By the end of the lesson, pupils should be able to: i Describe confidentiality ii. Illustrate the importance of confidentiality"
4,Element of Security. Authenticity,"Bythe end of this lesson, pupils should be able to i.Explain authenticity ii. Outline the importance of authenticity"
5,Elements of Security: Availability,"By the end of this lesson, pupils should be able to: i. Describe availability ii. Discuss the importance of availability"
6,Empathy,"By the end ofthe lesson, pupils should be able to; i. Explain the meaning of empathy ii. Discuss the necessity for empathy in human relations"
7,MID-TERM BREAK,MID-TERM BREAK
8,Partnering with Key Security Department e.g,"By the end of the lesson, pupils should be able to: i.Identify the key security department Army, Police, FRSC, LASTMA. ii. Enumerate the importance of partnering with the key security department"
9,Elements of Security Creativity in Sharing Information,"By the end of this lesson, pupils should be able to: i. Provide helpful information or evidence needed on any matter. ii. Recognize the proper channel to share the information with the security agents"
10,Audio Awareness -Materials in Security,"By the end of this lesson, pupils should be ablc to i. explain audio awareness materials ii. Highlight the importance of audio materials"
11,Revision,Revision
12,EXAMINATION,EXAMINATION
