0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,Basic Science
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,REVISION AND READINESS TEST,
2,Air Meaning of air and air pressure; Properties of air (it occupies space); -application of air. Pressure,"By the end of the lesson, pupils be able to: 1. formulate a definition of air; 2. write the properties of air; 3. explain air pressure and its uses 4. demonstrate air pressure using simple objects"
3,IN OUR CLIMATE -Weather symbols. -Weather records. -Effect of climate change on the earth (Global warming),"By the end of the lesson, pupils be able to: 1. identify and write simple weather symbols; 2. observe changes in our climate over a period of time use the weather symbols to keep the records of weather and climatic changes; 3. explain global warming evaluate the effects of climate change on the earth."
4,"MOVEMENTS (Il) -The sun, moon and the sun and the earth: -rotafion","By the end of the lesson, pupils be able to: 1. describe the sun, moon and tie earth; 2. appraise the effects of the interaction between the sun, moon and the earth; 3. describe tie sources of light to the earth. 4. compare the different sources of light and their effects on the Earth and its inhabitants 5. discuss the effects of the Earth’s movements."
5,SOLAR SYSTEM -Natural bodies in the sky. -The solar system. -The planets. -Gravity and weightlessness in space.,"By the end of the lesson, pupils be able to: 1. name and recognize the natural bodies that can be found in the sky: 2. identify the components of the solar system; 3. show in order all the planets; 4. demonstrate that the earth exerts a pull on objects and bodies. 5. explain why heavy objects float in space: they are no longer under the influence of the earth’s gravity -contrast between an object on Earth and an object in space"
6,"Colours: -Components of light; Primary, secondary and natural colours","By the end of the lesson, pupils be able to: 1. mention and identify the components of light (rainbow) 2. differentiate between primary and secondary colours; 3. name objects that have characteristic of natural colours. 4. mix colours"
7,MID TERM BREAK,
8,FIRST ELEMENTS ON PERIODIC TABLE: -Meaning of an atom -Meaning of an elernent (all elements are arranged on a chart called periodic table). -first ten elements With theirs symbols.,"By the end of the lesson, pupils be able to: 1. Explain what an atom is develop a definition of an elements and know what an atom means; 2. state the first ten element on the periodic table with their symbols,"
9,Introduction to wood handtools,"By the end of the lesson, pupils should be able to 1. formulate the definition of wood hand tools 2. identify measuring tools 3. compare marking tools and cutting tools"
10,Maitainance -Meaning -Types -Importance,"By the end of the lesson, pupils should be able to: 1. explain the meaning of maintenance 2. examine different types of maintenance 3. analyze the importance of maintenance"
11,"Safety -Meaning of safety -Safety precautions•, -accident in and road; safety devices.","By the end of the lesson, pupils be able to. 1. explain the meaning of safety and accident; 2. discuss the causes of accident and methods of preventing accident; 3. List some safety devices and demonstrate the use of some safety devices 4. create a safety plan for keeping safe at home."
12,REVISION,
13,EXAMINATION,
