0,1,2
,CLASS,Primary/Basic 1
,SUBJECT,Social Studies
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Revision of Last term work,Pupils should be able to recall second term’s work.
2,Risk factor in food -Meaning of risk factor in food,Pupils should be able to: i.Explain the meaning of risk facctor in food.
3,Risk factors in food -Examples of risk factors in food,Pupils should be able to: i. State some examples of risk factors in food.
4,Risk factors in food -Food distribution -Food preparation,Pupils should be able to: i. Identify risk factors in food distribution and preparation
5,Sources and uses of water,Pupils should be able to: i. Define water ii. List soures of water supplies in the locality.
6,Sources and uses ofwater: -Industrial uses of water,"Pupils should be able to i. Enumerate all the sources of water; ii. State uses of water; iii. Give eamples of areas that need,"
7,MID TERM BREAK/ MID TERM TEST,MID TERM BREAK/ MID TERM TEST
8,Sources and uses of water -Why we must not waste water,Pupils should be able to: i. Mention source of water; ii. State reason why water must not be wasted
9,Concept of insecurity Sources of danger and insecurity,Pupils should be able to i. Identify the various sources of danger and insecurity around them.
10,Concept of security -Sources of danger and insecurity,Pupils should be able to i. Mention sources of dangers and insecurity
11,Concept of security -How we can take precautions against danger and insecurity.,Pupils should be able to: i. Sate how we can take precaution against dangers and insecurity
12,EXAMINATION,EXAMINATION
