0,1,2
,CLASS,Primary/ Basic 1
,SUBJECT,Cultural and Creative Art
,TERM,Second Term
WEEKS,TOPICS,Learning Objectives
1,Readiness test -Meaning of craft,"By the end of the lesson, pupils should be able to: i. define and explain the meaning of craft correctly; ii. natne sonic crafts at home"
2,Singing the Nigeria national anthem,"By the end of the lesson pupils should be able to: i. recite the tonic sol-fa of the song correctly; ii.pronounce some difficult words discover and select from the song correctly, part in singing the song."
3,Types of craft,By the end of the lesson pupils should be able to: i. list types of craft; ii. illustrate each of the craft work correctly; iii. take part in a group work
4,Uses ofmusic in our sociery.,"By the end ofthe lesson pupils should be able to; i. analyse the uses of music, ii. relate the importance to our day to day activities."
5,Definition of dance -Types of dance.,"By the end of the lesson, pupils should be able to: i. demonstrate dance as in movelnent of the body; ii. discuss types of dance observes in the school and their locality; iii. to discuss the importance of dance in our school and society example; entcrtainmcnt, to pass information or massage to make people happy"
6,Introduction to story telling,"By the end ofthe lesson, pupils should be able to: i. tell stories about them self, ii. outline the theme of a stoop, iii. follow teacher’s illustration to form short story."
7,MID TERM TEST,MID TERM TEST
8,Introduction to Recorder,"By the end ofthe lesson, pupils should be able to; i. position the fingers on the recorder correctly; ii. manipulate a recorder, and share with the class; iii. blow sound correctly with the recorder."
9,Sense of Belonging,"By the end of the lesson, pupils should be able to: i. define sense of belonging; ii. outline some items that can be personal; iii. explain the Importance of sense of belonging; iv. discuss how to achieve sense of belonging"
10,Identification of craft items Drawing of craft items,"By the end of the lesson, pupils should be able to; i. identify crafts in the home and discuss with the class; ii.explain craft itetns; draw some craft itmes."
11,Sing Folk Song,"By the end of the lesson, pupils should be able to: i. decide their tribe; ii. examine their culture; iii. sing their local song."
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
