0,1,2
,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS.,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS.
,History Scheme of Work for Primary/Basic 1,History Scheme of Work for Primary/Basic 1
,CLASS,Primary/Basic 1
,SUBJECT,History
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1-2,Introduction to History.,"By the end of the lesson pupils should be able to: 1, explain the meaning of Hist0ry; 2. mention the Father of Modern History 3. relate why we study History 4. research how historical knowledge is obtained."
3-4,FAMILY HISTORY What is family? Types of family? Meaning of family Histoly Importance of family History?,By the end of the lesson pupils should be able to: I.explain the meaning Family; 2.mention the types of family; 3. explain the meaning of family History; 4. justify the importance of family History
5-6,HISTORICAL ORIGIN OF PEOPLES IN LAGOS STATE (FIRST GROUP OF SETTLERS IN LAGOS) The Awori’s (The Ideja) The Edos The Ijebus The Eguns,By the end of lesson Pupils should be able to: I.Discuss the origin of Awori ijebus; 2.explain the origin of the Edos and Egun; 3.relate the sequence in which these groups settled /emerged in Lagos state 4.differentiate among these people of Lagos State
7,MID-TERM BREAK,MID-TERM BREAK
8-9,PEOPLE IN THE COMMUNITY Various group of people in your school community,By the end of lesson Pupils should be able to: 1. mention the various group of people in the school community 2. describe the various group of people in the school community. 3. mention the names of the local goverment area where the school is located. 4. predict rthe possible composition of the community in the future.
10-11,"IMPORTANT PLACES OF HISTORY IN LAGOS STATE. Governor’s office, First storey building in Nigeria Local Government Headquarters,Railway Terminal, Lagos state House of Assembly Complex ,Bar Beach , National Theatre ,Lekki Conservation centre Tafawa Balewa Square e.t.c.","By the end of the lesson people should be able to: I.Give the examples of important places of historical significance in Lagos state; 2.Explain important places of historical significance in Lagos state 3.Tell why places in Lagos State are regardcd as important and of historical significance 4, Relate how thcse places of historical significance conmbute to the cconomic growth ofLagos"
12,Revision,General Revision of the First tcrm work
13,EXAMINATION,EXAMINATION
