0,1,2
,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
,Social Studies Scheme of Work for Primary/Basic 1,Social Studies Scheme of Work for Primary/Basic 1
,CLASS,Primary/Basic 1
,SUBJECT,Social Studies
,TERM,First Term
WEEKS,TOPICS,Learning Objectives
1,Meaning of social studies -The study of man and how his problems are solved in the environment,"By the end of the lesson, pupils should be able to: i. explain the meaning of Social Studies; ii. list at least two problems of man; iii. state how the problems listed above can be solved."
2,Family Meaning of a family,"By the end of the lesson, pupils should be able to: i. Explain the meaning of a family and mention some members of the family"
3,Family -Types of family. -Structure of a nuclear family.,"By the end of the class, pupils should be able to: i. identify types of family; ii. explain Nuclear family."
4,Extended Family,"Pupils should be able to; i. Explain types of family, ii. Mention the members of an extended family."
5,Qualities of a good family. – Honesty -Contentment -Discipline -Obedience,Pupils should be able to: i. Explain the meaning of; -Honesty -Contentment -Discipline -Obedience
6,-Culture -Meaning -Types,Pupils should be able to: i. Define the meaning of culture; ii. Explain the meaning of culture.
7,MIDTERM TEST/BREAK,MIDTERM TEST/BREAK
8,Values that show good morals in our society -Meaning of morals,Pupils should be able to i. Define morals; ii. explain with examples the values which show good morals eg. a pupil to rise up for older person to sit down.
9,"Values that show good morals in our society examples of morals that show what is right e.g. -Respect -Loyalty -Kindness -Honesty, etc","By the end of the lessons, pupils should be able: i. list the attributes of good morals and demonstrate them in school, home and society."
10,"Values that show Bad Morals in our society -Examples of morals to show what is wrong e.g stealing bullying, fighting, lying etc.,",Pupils should be able to: i. list at least five bad morals in the society; ii. state the consequences of bad morals and how to curb it.
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
