0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,Mathematics
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Revision of 2nd term’s lessons / Resumption test Counting Skill: Counting and writing numerals up to 840.,Revision
2,LENGTH Counting Skill: -Numbers 841-860 -Measuring in centimetre -Measuring in mete -Real life problems involving length -Quantitative Reasoning,"By the end or the lesson, pupils should be ablc to: i. Identify numbers from 841-860 ii. order numbers from 1 – 860 iii. count numbers 1 860 numbers 401 — 860 in numerals and in words iv. reverse the counting of the numbers skip v. count in 3s, 5s, 6s, 7s, 9s and 10s vi. use non standard measurement to measure e.g arms length and foot length vii. identify difference between Non-standard units viii. use centimetres and metres as a standard units ix. solve real life problems on length quantitative reasoning"
3,PERIMETER Counting Skill: Numbers 861-880,"By end of the lesson, pupils should be able to: i. identify numbers from 861-880 ii. order numbers from 1-880 iii. count numbers 1-88o iv. write numbers 401 -880 in numerals and in words v. reverse the counting of the numbers skip count in 3s, 5s, vi.measure the length and breadth of rectangle and calculate the perimeter vii. find the perimeter of a square viii. calculate the perimctcr of triangle ix. find the perimeter of regular shapes in metres and centimeter x. solve real life problems on perimeter xi. quantitative reasoning"
3,"Writing Skill: -Writing of the numbers. -Perimeter of squares, rectangles and triangles -Perimeter of rectangles -Perimcter of squares -Perimeter of triangles -Perimeter of regular shapes -Quantitative Reasoning",
4,Squares and rectangle Counting Skill; Numbers 881-900,"By end of the lesson, pupils should be able to: i. identify numbers from 881-900 ii. order numbers from 1-900 iii. count numbers 1- 750 iv. write numbers 451 — 900 in numerals and in words v. reverse the counting of the numbers vi. skip count in 3s, 5s, 6s, 7s, 9s and 10s vii. compare the sizes of similar objects find the area of squares and rectangle with the use of formula viii. find the area of square and rectangle by counting unit square ix. solve real life problems on areas solve quantitative reasoning"
4,Writing Skill: -Writing of the numbes -Comparing sizes of similar objects -Introduction to area – Comparing unit square to obtain area of squares ard rectangles -Quantitative reasoning,
5,TIME Counting Skill: Numbers 901-920,"By the end or the lesson, pupils should be able to: i. identify numbers 901 -920 ii. order numbers from I – 920 iii. count numbers 501-920 iv. write numbers 401-920 in numerals and in words v. reverse the counting of the numbers vi. skip count in 3s, 5s, 6s, 7s, 9s and 10s vii. read time on the clock viii. read calendar in days, weeks, months and years ix. read the dates on a calendar x. solve real life problems on time reasoning xi. use calendar to plan activities for future occasion xii. use to trace historical event"
5,"Writing -Writing or the numbers. -Read time on a clock -Calendar reading of the days weeks, months and years. -Dates reading on a calendar. -Quantitative Reasoning.",
6,WEIGHT Counting Skill: Numbers 921-940,"By the end ofthe lesson, pupils should be able to: i. identify numbers from 921 —940 ii. order numbers from 1-940 iii. count numbers 1 -940 iv. write numbers 501-940 In numerals and in words v. reverse the counting of the numbers vi. skip count in 3s, 5s, 6s, 75, 9s and 10s vii. list the units of weight measurement ( i.e. grarns and kilograms.) viii. differentiate between two quantities ix. calculate the weight of some objects"
6,Writing Skill: -Writing of the numbers. -Units of weight measurement ( grams and kilograms). -Calculating of weight of some objects -Quantitative reasoning.,
7,MID-TERM BREAK,MID-TERM BREAK
8,Counting Skill: Numbers 941-960,"By the end ofthe lesson, pupils should be able to: i. identify numbers from 941 —960 ii. order numbers from 1-960 iii. count numbers 1 -960 iv. write numbers 501-960 In numerals and in words v. reverse the counting of the numbers vi. skip count in 3s, 5s, 6s, 75, 9s and 10s vii. identify metres as the unit of measurement capacity viii. measure liquid like water using graduated cylinder up to a stated number of litres ix. idenüfythe need for accuracy in measuring liquid, e.y kerosene, water, petrol etc x. solve real life problems xi. solve quantitative reasoning on capacity."
8,Writing of the numbers. -Identify litres as a unit of measuring capacity -Measuring liquid e.g water with graduated measuring cylinder up to any stated number of litres -Quantitative Reasoning,
9,Line of Symmetry Counting Skill: Number 961-980,"By the end of the lesson, Pupils should be able to: i. identify lines of -plane triangular object ii. identify numbers shapes iii. skip count in 3s, 5s, 6s, 7s, 9s and 10s iv. identify shape with line(s) of symmetry vi. appreciate lines of symmetry in everyday life vii. state the properties of squares, rectangles and triangles etc viii. distinguish between curves and straight lines."
9,"Writing Skill: -Writing of the numbers -Line(s) of symetry -properties of square, rectangle and triangle -curves and straight lines",
10,Everyday Statistics Counting Skill: Numbers 981-1000,"By the end of the lesson. pupils should be able to: i. identify numbers from 981-1000 ii. order numbers from 1 – 500, 500-1000 iii. count numbers 500-1000 iv. write numbers 501 -1000 in numerals and words v. reverse the counting of the numbers vi. skip count in 3s, ss, 6s, 7s, 9s and 10s vii. read and show information in pictogram by using vertical and horizontal arrangement viii. identify the most common feature of pictogram (the mode) ix. represent and interpret information on a pictogram"
10,Writing Skill: Writing of the numbers. -Reading and interpretation of graphs. -Pictograms and mode,
11,Pradel work,The practical work
11,Revision,"By the end of the revision week, pupils should be able to: i. Recapitulate the first and second term lesson. ii. Ask questions on the difficulties topics."
12-13,EXAMINATION,EXAMINATION
