0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,Mathematics
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Revision of first term’s work Counting Skill: Numbers 1-750 Resumption test/revision on counting and writing numerals up t0 750.,"By the end ofthe lcsson, pupils should be able to: i. Recall some of the first term’s work ii.Practice more on counting and grouping of numbers iii. Äcquire more skills on fractions’"
2,"FRACNONS Counting SKILL: Numbers from 751-770,401-770 and 1-770","By the end ofthe lesson, pupils should be able to: i. identify numbers from 751-770 ii. ordernnumbers from 1-770 iii. count numbers 1-770 iv. write numbers 401- 770 in numerals and in words v. reverse the counting of the numbers vi. skip count in 3s, 5s, 6s, 7s, 9s and 10s vii. add fractions of the same denominators viii. subtract fractions with the same denominator ix. solve real life problems on fractions x. Solve quantitative reasoning."
2,Writng Skill: -Writing of the numbers -Addition and subtracion of fractions with the same denominators. -Quantitative Reasoning,
3,"MULTIPLICATION OF NUMBERS. Counting Skill; Numbers 771-790, 1-790","By the end of the lesson, pupils should be able to : i. identify numbers from 771 -790 ii. order numbers from 771- 790 iii. count numbers I – 790 iv. write numbers 401-790 in numerals and words v. reverse the counting of the numbers vi. skip count in 3s, 5s, 6sr 7s, 9s and IOS vii. recite multiplication tables of 2-5 viii. multiply 2 digits number by I digit number ix. solve real life problems on multiplication x. solve quantitative reasoning questions on multiplication"
3,Writing Skill: Writing of the numbers. -Multiplication of 2digits by 1 digit number -Quantitative Reasoning,
4,MULTIPLICATION OF NUMBERS Counting Skill: Numbers 791-810,"By die end ofthe lesson pupils should be able to: i. identify numbers from 791-810 ii. order numbers from 1-810 iii. count numbers 1-810 numbers 401-810 in numerals and words iv. reverse the counting of the numbers v. skip count in 3s, 5s, 10s vi. multiply three 1 digit numbers taking two at a fine solve real life problems on multiplication solve quanåtative reasoning questions."
4,Writing SKILL: -Writing of the numbers. -Multiplication of three I-digit numbers taking two at a äme.,
5,MULTIPLICATIO NOP NUMBERS. Counting Skill: Numbers 811-830,"Bythe end of fre lesson, pupils should be able to: i. identify numbers from 811 -830 ii. order numbers from 1-830 iii. count numbers 1 -830 iv. write numbers 401 — 830 in numerals and words v. reverse the counting of the numbers vi. skip count in 3s, 5s, 6s, 7s, 9s and IOS vii. multiply simple numbers expanding using distributive rules over addition and subtraction viii. solve real life problems solve ix. quantitative reasoning."
5,Writing Skill: Writing of the numbers. -Distributive rule over addition and subtraction -Quantitative Reasoning,
6,DIVISION OF NUMBERS Counting Skill: Numbers 831-850,"By the end of the lesson pupils should be able to : i. identify numbers from 831-850 ii. order numbers fiom 1-850 iii. count numbers 1-850 iv. write numbers 401-850 in numerals and words v. reverse the counting numbers vi. skip count in 3s, ss, 6s, 7s, 9s and 10s vii. divide 2-digits number by 1-digit number without remainder fadors of whole numbers not exceeding 48 viii. solve real life problems on division ix. solve quantutive reasoning on division."
6,Writing -Writing of the numbers. -Division without reminder -Factors of whole numbers not exceeding 48. -Quantitative Reasoning,
7,MID-TERM BREAK,MID-TERM BREAK
8,"OPEN SENTENCES Counting Skill: Numbers 1-400, 401-850 and 1co","By the end of die lesson,8. pupils should be able to: i. identify numbers from 401-850 ii. order numbers from 401-850 iii. count numbers 1 -850 iv. write numbers 401-850 in numerals and words v. reverse the counting of the numbers vi. skip count in 35, 5s, 6″, 7s, 9s and 10s vii. find the missing numbers in open sentences viii. identify different methods in solving addition and subtraction in open sentences ix. solve real life problems on open sentence x. solve quantitative reasoning"
8,Writing Skill: -Writing of the numbers. -Quantitative reasoning,
9,Money Counting Skill: Numbers 851-870,"By the end of the l&on, pupils should be able to: i. identify numbers from 851-870 ii. order numbers from 1-870 iii. count numbers 1-870 numbers 401-870 in numerals and words iv. reverse the counting of the numbers v. skip count in 3s, ss, 6s, 7s, 9s and 10s vi. change naira to kobo and vice versa vii. add and subtract money not exæeding viii. muliplication involving money with product not more than N200 ix. solve real life problems on money solve reasoning on money."
9,"Writing Skill: Writing of the numbers, -Changing money not exceeding 50 into smaller units -Addition a nd subtraction of money not exceeding 50 -Multiplication involving money; with product not more than -Quantitative reasoning",
10,shopping: involving addition and subtraction not greater tham 50,"i. perfom a role play on buying and selling of commodities, ii.go for shopping effectively with money not greater than 100"
11,Revision of second term work,Revision of second term work
12-13,EXAMINATION,EXAMINATION
