0,1,2
,CLASS,Primary/Basic 5
,SUBJECT,Basic Science
,TERM,Second Term
WEEK,TOPOCS,Learning Objectives
1,REDDINESS TEST/REVISION OF FIRST TERM’S WORK,REDDINESS TEST/REVISION OF FIRST TERM’S WORK
2,"REPRODUCTION IN PLANTS: -Parts of a flower, -Pollination; Meaning Types Process Agents","By the end of the lesson, Pupils should be able to: i. identify parts of a flower ii. explain the meaning of pollination iii. identify agents and types of pollination iv. draw and label a flower v. illustrate the process of pollination"
3,REPRODUCTION IN PLANT -Identify part of a flower that are concerned with pollination and fertilization. -Desribe stages of development from flower to fruit -Distinguish pollination and fertilization,"By the end of the lesson, Pupils should be able to i describe stages of development from flower fruit ii.differentiate between fertifization and poliination"
4,DOMESTIC AND WILD ANIMALS -definition of domestic animals -identification of wild animals; -Classification of domestic and wild animals based on their food: -Uses of domestic and wild animals,"Byfie end of the lesson, pupils should be able b: i. identify common domestic animals; ii. Identify common wild animals; iii.differentiate between domestic and wild animals iv. classify domestic and wild animals based on their food; v. explain the uses of domestic and wild animals"
5,ENERGY AND YOU (Heat and Energy): -Meaning of energy. -Name foms energy converter -Importance of enegy conversion.,"By the end ofte lesson, pupils should be able to: i. develop a definition for energy ii. enumerate some forms of energy conversions such as electrical to heat energy (iron), chemical to heat energy(kerosene), electical to mechaniæl (blender) etc. iii. discuss the imponance of energy conversion."
6,"Heat and temperature -Difference between heat and temperature -Thermometer -Uses and symbols of temperature scale (degree Celcius OC, and degree farenheight Of)","By the end of tie lesson, pupils should be able to: i. Differenfiate between heat and temperature; ii. Identify and name different types of temometer iii. Write the units and symbol of temperature iv. use the termometer to measure the temperature of objects accurately"
7,MID TERM BREAK,MID TERM BREAK
8,"MATTER: -Meaning of matter(matter is made up of tiny particles too small to see) -Atoms as fundamental building blocks of matter -States of matter: solids, liquids and gases.","By the end of the lesson, pupils should be able to i. develop a definition of matter and understand that eveMhing around is made up of tiny particles; ii. Explain what an atom is and relate it to matter; iii. identify the states of matter; iv.analyse solids liquids and gases in tems of how closely packed they are."
9,"STATES OF MATTER -Properties of Solids, liquids and gases. -Change of state: melting, freezing. evaporation,","By the end of the lesson, pupils should be able to i. describe the properties of each state of matter in terms of attraction between the particles of a substance; ii. analyse how a substance changes state iii. explain melting. freezing, evaporation, condensation."
10,"MATERIALS AND MAINTENACE -materials used in technology wood, metal, plastic -types of wood, metal, plastic -uses of material","By the end of the lesson, Pupils should be able to i. identify materials used in technology wood, metal, plastic ii. state types of wood, metal, plastic iii. examine the uses of materials use in technology"
11,MAINTAINANCE: -Meaning of maintenance. -Needs for maintenance. -Advantages of maintenance,"By the end of the lesson, pupils should be able to: i. formulate the meaning of maintenance; ii. State the need for maintenance; iii. Explain the advantages of proper maintenance"
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
