0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,Mathematics
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,"Revision of first term’s topics: Emphasis on whole numbers, decimal numbers and fractions.","Pupils should be able to: i. revise the first term on addition, subtraction and multiplication and division of (a) whole numbers (b) decimal numbers (c) fraction ii. participate in Resumption Test,"
2,Ratio and Proportion -Direct Proportion -Inverse Proportion – Real life problems on ratio and proportion. -Quantitative Reasoning.,Pupils should be able to: a. discuss the meaning of ratio and solve problems on ratio b. interpret and solve direct proportion equations c. interpret and solve inverse proportion equations e. solve Quantitative Reasoning exercises on ratio and proportion
3,Percentages,Pupils should be able to; a. express one number as a percentage of another b. solve exercises on percentage increase and decrease c. solve rcal life problems on percentages d. solve quantitative reasoning
4,Indices(Power) -Number in index form -Rules of indices -Real life problems -Quantitative Reasoning,Pupils should be able to; a. write numbers in index form b. solve excercise involving c. use the rule of indices of multiplication and division to solve excercises d. use indices (power) to solve daily life activities e. solve quantitative reasoning in indices
5,Open sentences: i. Addition and subtraction ii. Multiplication and division. iii. Reciprocal of numbers. b. Real life Problems on open sentences c. Quantitative Reasoning,Pupils should be able to: a. interpret word problems and real life problems into open sentences and solve correctly a. solve addition and subtraction of open sentences b. solve multiplication and division exercise on open sentences.
6,Length and Pytagoras Rules,Pupils should be able to: a. identify the three sides of a right andgled triangle b. state the pytagoras rule c. identify the three sides right angled triangle d. use the pytagoras rule to find the unknown length of a right angled triangle e. interprete and solve word problems on pytagoras f. solve quantitative reasoning excercises on pytagoras
7,Mid Term Break,Pupils should be able to: a. revise excercise on topics learnt b. participate in mid term test
8,COMMERCIAL MATTER MONEY -Profit and Loss -Simple Interest -Discount and Commision -Rate and Tax -Share and Devidend,"Pupils should be able to: a. Calculate the profit and loss on sales. Thus % profit =profit/cost price x 100% %loss= loss/cost price x 100% /1 i. discuss the meaning of discount and commision and calculate the discount and commision on sales and commodities ii. explain the meaning of tax and rate, use copies of bills to calculate tax and rate iii. if on N1 he pays 5k. He will pay tax of 5k x N15, 000= N5/100 x N15,000/1= N750 iv. calculate shares and devidends of a company"
9,"perimeters and areas of plane shapes -Regular Shapes e.g rectangle, square, trapezium, parralelogram, circle etc. -Properties of each plane shapes -Area and perimeter of irregular shapes -Solve real life problems",Pupils should be able to: a. discuss the properties of plane shapes b. discuss the meaning and calculate the perimeter of of plane shapes i.e perimeter of a rectangle =2(length+breadth)
10,"Weight -Conversion of unit -Addition, subtraction, multiplication, and division on weight -Quantitative Reasoning","Pupils should be able to: a. express the same weight in different unit e.g gram, kilogram, tonne e.g 1000g=1kg 1000000=1 tonne i. how many kilogram are in 8500g? 1000g=1kg 8500g =8500/100=8.5kg b. solve real life problem on weight c. solve quantitative reasoning excercise related to weght"
11,Revision PROJECT,Pupils should be able to: i. revise topics in 2nd term
12,EXAMINATION,
13,EXAMINATION,
