0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Basic Science and Technology Scheme of Work for Primary/Basic 2,Basic Science and Technology Scheme of Work for Primary/Basic 2,Basic Science and Technology Scheme of Work for Primary/Basic 2
,CLASS,Primary/Basic 2
,SUBJECT,Basic Science and Technology
,TERM,First Term
WEEKS,TOPICS,Learning Objectives
1 (Basic Science),Revision of Basic 1 work,
(IT),REVSION OF LAST TERM’s WORK,
(PHE),Movement of the body,"At the end of the lesson, pupils should be able to i. explain movement ii. identify diferent kinds of movement iii. dem0nstrate correct body movement"
2(Basic Science),The Senses -Explain senses -Identify the senses -identify and match the organs of sense,"At the end of the lesson, pupils should be able to: i- identify the senses ii. match each sense to its organs of sense iii. draw its organs of sense."
(IT),History of computer Origin of computer,Associate with the names of the computer invented and their inventors
(PHE),Movement of the body,"At the end ome lesson, pupils should able to i. perform basic movement such as match past, jogging acivities, carryout galloping"
3(Basic Science),The semses-Sight -Meaning or sight -Identification of the eye as the organ of sight,"At the end of the lesson, pupils should be able to: i. Use the sense of sight to observe and name various Objects around them in the classroom their shapes. co!our, and size; ii. appraise the importance of the eye as the sense of sight;"
(IT),Analogue computer Digital cornptjter Hybrid computer,"explain Analogoe, Digital and Hybrid computers"
(PHE),Movement,"At the end of the lesson. should be able to i. Perform basic such as galopping, skipping and squatting."
4(Basic Science),The scnses- Hearing The ear as the organ of sound -Dillerent sounds objects that produce sound -Importance of sound,"At the end of the lesson, pupils should be able to i. identify the ear as the organ for receiving sounds ii. listen and idetltfy sounds differrnt animals and object in the environment; iii. differentiate between sounds of object, animals and humans; iv. appraise the importance of the sense of sound in their interaction with their environment"
(IT),-Analogue computer -Digital computer -Hybrid computer,"At the end of the lesson, pupils should be able to i. explain Analogue, Digital and Hybrid computers"
(PHE),Movement,"At the end of the lesson, pupils should be able to i. imitate movement and sounds madc by people ii. Animals iii. Machine and sound them"
5(Basic Science),The senses-Smell -The nose as the organ of smell -Smell of different substance -Pleasant and unpleasant odour -Importance of smell,"At the end of the lesson, pupils should be able to: i. Identify the nose as the organ of smell; ii. recognize the items (like fruits, food etc) through smelling; iii. describe the pleasant and unpleasant Odour; iv. associate odours with specific pleasant and unpleasant smell. v. Appraise the importance of nose/odours in daily activities"
(IT),Features of CPU -Ports -Buttons etc.,"At the end of the lesson, pupils should be able to: i. Identify the different features of the CPU and state its functions."
(PHE),Safety rules in movement,"At the end of the lessonJ pupils should be able to: i. Identify safety rules in shooting heading, bending and stetching."
6(Basic Science),The senses- Taste -The tongue as the organ of taste Taste buds -Taste of substances,"At the end of the lesson, pupils should be able to: i.identify the taste of different substances; ii.describe the types of taste of food substances; iii. distinguish between types of taste"
(IT),Features of CPU – Ports -Buttons etc,"At the end of the lesson, pupils should be able to: i. Identify the different features of the CPU and state its functions."
(PHE),Atheletics,"At the end of the lesson, pupils should be able to 1.Perform 50m dash 2.Perform 75m, showing the start and the finish"
7,MID-TERM ASSESSMENT,MID-TERM ASSESSMENT
8(Basic Science),The senses- Touch,"At the end of the lesson, pupils should be able to i.detect the textures of various substances through touching and feeling; ii. identify the skin as the organ of touch; iii. distinguish between rough and coarse objects; cold and hot, etc. iv. assess the importance of the skin and the sense of touch to them"
(IT),Features of System Unit -Ports -Buttons etc.,"At the end of the lesson, pupils should be able to i. identify the different features of the CPU and state its functions"
(PHE),Athletics,"At the end of the lesson, pupils should be able to i. list the basic skills in long jump"
9(Basic Science),Meaning of soil Tvpcs of soil Water holding capacy of soil,"At the end ot thc lesson, pupils should be able to: i. identify soil locations within the school compound: ii. describc ‘the types of soil iii. compare clay soil and sandy soil through mouldings. iv. examine the watcr holding capacities of these soil types;"
(IT),Uses of special keys on the keyboard tab key -Conto key -Spacebar -Enter kev -Function key etc,"At the end ot thc lesson, pupils should be able to: i.Identify the special keys on the keyboard ii. Determine the functions of the special keys on the keyboard,"
(PHE),Safety Rules Athletics,"At the end ofthe lesson, pupils should be able to i.1ist the safety rules in athletics ii. explain the safety rules in athletics"
10(Basic Science),Sandy Soil -Meaning -Orgausms in the sample of soil -Propeties of sandy soil,"At the end of the lesson, pupils be able m: i. collect and identify soil type (sandy); ii.examine to identify the organisms in the soil iii.describe the texture, colour and size cf the soil particles"
(IT),Use of special keys on the keyboard etc,"At the end of the lesson, pupils should be able to i. identify the special keys on the keyboard ii. determine the functions of the spectal keys on the keyboard"
PHE,Revision,
11,Revision,Revision
12,Examination,Examination
