0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Mathematics Scheme of Work for Primary/Basic 3,Mathematics Scheme of Work for Primary/Basic 3,Mathematics Scheme of Work for Primary/Basic 3
,CLASS,Primary/Basic 3
,SUBJECT,Mathematics
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,Revision/ Resumption Test Counting Skill: Numbers 200-600,"By the end of the lesson, pupils should be able to: i. count and reverse the counting of numbers 1-300 ii. write numbers from 1-600 it iii. state the value and place value on each digit number from 1-600 iv. skip count numbers in 4s, 3s, 5s and 10s v. Solve real life problems on counting. vi. quantitative reasoning vii. sing songs on counting of numbers"
1,Writing Skill: Writingof numerals 1-600. Quantitive Reasoning,
2,Counting of whole numbers Counting Skill: Numbers 601 620,"By the end ofthe lesson, pupils should be able to: i. identify numbers from 601-620 ii. order numbers from 1 – 620 iii. count from 1 — 620 iv. write numbers 601-620 in numerals and in words v. skip countin 5s, and 6s vi. reverse the counting and writing of numbers vii. count numbers in group of units, tens, hundreds and thousand viii. counting of numbers ix. solve real life problems on quantitative related on counting and writing of nujnbers."
2,Writing Skill: Writing of the numbers -Counting of whole numbers -Counting in groups -Quantitaåve Reasoning,
3,PLACE VALUE OF NUMBERS Counting Skill: Numbers 621-640,"By the end of the lesson, pupils should be able to: i. identify numbers from 621-640 order numbers from 1 – 640 ii. count numbers 1-640 write numbers 500-640 in numerals and in words iii. write numbers from 1-640 iv. skip count in 6s, and 7s v. reverse the counting and writing of numbers. vi. count numbers in goups of units, tens, hundred and OITU) and find their place values. sing songs on numbers. vii. solve real life pmblems on quantitative related to counting and writing of numbers viii. group numbers into hundreds, tens and units ix. state and identify the value of numbers x. write the value of each number In a chain of numbers"
3,"Writing Skill: -Writing of the numbers -Grouping numbers in hundred tens, units. -Value and place value of numbers -Quantitative Reasoning",
4,"ORDERING OF WHOLE The use of symbols < and = (greater than, less than and equal to). Counting Skill: Numbers 641 — 660","By the end of the lesson,pupils should be able to: i. Identify numbers from 641-660 ii. order numbers from 1 – 750 iii. Count fmm 1 — 660 write numbers 600 -660 In numerals and words iv. count numbers from 1-660"
4,"Writing Writlngofthe numbers. -Ordering of whole numbers. The use of symbols Y, < and = (greater than, less than and equal to). value of numbers -Quantitative Reasoning",
5,Fractions Counting Skill: Numbers 661 — 680,"By the end of the lesson, pupils should be able to: i. identify numbers from 661-680 ii. order numbers from 1-680 iii. count from i – 680 iv. write numbers 660-680 in numerals and In words v. count numbers from 1-680 vi. write numbers from 1-680 vii. skip count in 6s, and 7s and 9s viii. draw fractions in different shapes like squares, triangles and circles ix. wite fractions of any shape in numbers x. write fra&ns of any concrete object xi. solve problems on quantiätive reasoning."
5,"Writing Skill: -Writing of the numbers. -Fractions. -Fnction of shapes like squares, rectangles, triangles and circles -Fractions of numbers -Quantitative Reasoning",
6,FRACTIONS CountingSkill.’ Numbers 681 — 700,"By the end ofthe lesson, pupils should be able to: i. identify numbers from 681-700 ii. order numbers from 1 – 700 iii. count from 1 — 700 iv. write numbers 681 — 700 in numerals and in words v. count numbers from 1-700 vi. write numbers 1-700 vii. skip count in 6s, and 7s and 9s viii. write the fractions of the same denominators ix. solve real life problems on fractions x. quantitative reasoning use symbols to determine the value of fractions. xi. add fractions of the same denominators xii. solve problems on quantitative reasoning."
6,Writing Skill: -Writing of the numbers -Equivalent fractions -Ordering of fractions -Adding fractons of the same denominators -Quantitative reasoning,
7,Mid-Term Break,Mid-Term Break
8,"ADDITION OF WHOLE NUMBERS Counting Skill; Numbers 1-400, 401-700 and 1700","By the end of the lesson, pupils should be able to: i. identify numbers 401-700 ii. order numbers 400700 iii. count numbers 1-700 numbers 400-700 in numerals and words iv. count numbers from 1-700 v. write numbers from 1-700 vi. skip count in 6s, vii. add two 2, 3-digits numbers without exchanging or renaming viii. add three 2-digits numbers addng two at a time ix. solve real life problems solve quantiutive reasoning"
8,Writing Skill: -Writing of numbers. -Addition of 2 or digits numbers without exchanging or renaming -Addition of 3 digits numbers with remaining – Quantitative Reasoning,
9,"ADDITION OF NUMBERS Counting Skill: Numbers 701 -720, 401-720, 1-720","By the end ofthe lesson, pupils should be able to: i. identify numbers from 701-720 ii. order numbers from 1-720 iii. count numbers 1720 iv. write numbers 400 720 in numerals and in words v. skip count in 6s, 7s, 9s and IOS vii. add two 3- digits numbers using partial sum method viii. tell addition and solve real life prvblems ix. solve quantitative reasoning"
9,"Writing Skill: -Writing of the numbers. -Addition of Numbers -Addition of 2, 3 digits numbers using partial sum method – Quantitative Reasoning",
10,SUBTRACTION OF NUMBERS Counttttg Skills: Numbers 721 -750,"By the end ofthe lesson, pupils should be able to: i. Identify numbers from 721-750 ii. order numbers from 1-750 iii. count numbers 1-750 iv. write numbers 400-750 in numerals and in words v. skip count in 6s, 7s, 9s and IOS vii. add two 3- digits numbers using partial sum method viii. tell addition and solve real life problems ix. solve quantitative reasoning"
10,-Writing numbers -Subtraction ef two 2-3 digits numbers without remaining or exchanging using partial sum. -subtraction cf 2-3 digits numbers with remainung or exchangng -Quantitative reasoning,
11,Revision,By the end of the lesson. pupils should be able to i. recall all work for the term ii. ask questions on area of difficulties
12,EXAMINATION,EXAMINATION
13,EXAMINATION,EXAMINATION
