0,1,2
,CLASS,Primary/Basic 5
,SUBJECT,Security Education
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Revision of last term work student readiness assessment,"By the end of the lesson, pupils should be able to: i) evaluate the 1st term work and 2nd term past questions, ii. responds to various questions."
2,Threat to personal security (Rape),"By the end of the lesson, pupils should be able to: i) explain briefly the meaning of rape, ii) state the causes of rape."
3,Threat to personal security (Robbery),"By the end of the lesson, pupils should be able to: i) explain the meaning of robbery, ii) highlight and explain the causes of robbery, iii) state ways to prevent robbery."
4,Threat to personal security (Cultism),"By the end of the lesson, pupils should be able to: i) define the term cultism, ii) mention causes of cultism. iii) Examine why cultism is a threat to personal security."
5,Advance free fraud (419) as a threat to personal security,"By the end of the lesson, pupils should be able to: i) explain briefly what an advance fee fraud means, ii) examine various preventive measures against advance fee fraud"
6,Punishment for various threats to personal security,"By the end of the lesson, pupils should be able to: i) explain briefly the term ‘punishment’ ii) enumerate types of punishment"
7,MID-TERM BREAK,MID-TERM BREAK
8,"Punishment for various threats to personal security e.g. rape and cultism,","By the end of the lesson, pupils should be able to: i) list types of threat, ii) state punishment for various threats mentioned above."
9,Chlld’s right law,"By the end of the lesson pupils should be able to: i) define the term law, ii) Illustrate the meaning of right iii) analyse the child right act in Nigorla"
10,Child’s right law Il,"By tho ond of tho lesson, pupils should bo ablo to: i) determine a child under the child right Act, ii) enumerate child right law in Lagos statos"
11,REVISION,
12-13,REVISION/EXAMINATION,REVISION/EXAMINATION
