0,1,2
,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS.,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS.
,Cultural and Creative Art Scheme of Work for Primary/Basic 1,Cultural and Creative Art Scheme of Work for Primary/Basic 1
,CLASS,Primary/Basic 1
,SUBJECT,Cultural and Creative Art
,TERM,First Term
WEEKS,TOPICS,Learning Objectives
1,Meaning of Art -Identification of forms of Art -Functional artwork and uses,"By the end of the lesson, pupils .should bc able to: i. explain the meaning of art, by giving ideas generally from their mind to become reality; ii. list forms of art i.e. drawing, painting, singing and writing; iii. give examples or functional artwork and create some functional artwork and the uses."
2,Meaning of Sounds and music Identification of Tonic Sol-fa,"By the end of the lesson, pupils should be able to: I. differentiate sounds and music; ii identifY the letters of tonic sol-fa and there tune correctly"
3,"Meaning of branches of art, -Identification of objects around the class, -Grouping object into branches","Bythe end of the lesson, pupils should be able to: i.explain what branches means by given explanation; ii. discuss the branches of classifY art work;"
4,"Rhymes children, -Definition of rhymes -Revision of previous rhymes","By the end of the lesson, pupils should be able to: i. discuss the definition of rhymes; ii. recite their previous rhymes; iii. discuss the importance of rhymes"
5,"Definition of drama, -Forms of drama, -Types of drama,","By the end of the lesson, pupils should be able to: i. define what drama as a means of telling stories; ii. explain the forms of drama i.e. I) comedy 2) tragedy; iii. outline and explain the types of drama example: – scripture and nonscripture."
6,Meaning of teamwork(Importancc of teamwork) How to achicvc tcam work,"By the end of the lesson, pupils should be able to. i. explain the meaning thc meaning of team work, i.e. to joining hand, act on the samc thing; ii. outline watch importance of team work; iii. generate ideas to achieve team work;"
7,TEXT/MID-TERM/OPEN DAY,TEXT/MID-TERM/OPEN DAY
8,Meaning of art -Types of art -Function ofart work,"By the end of the lesson, pupils should be able to: i. explain the meaning of art; ii. discuss types of art i.e.* visual and non-visual art; iii. discuss the Function of art workin the society spiritual use"
9,,"tonic sol-fa; sing the day is blight, is bright and fear happy day ofjoy with sol-fa; ii. repeat the song several time with the correct tune."
10-11,REVISION,REVISION
12-13,EXAMINATION,EXAMINATION
