0,1,2
,CLASS,Primary/Basic 2
,SUBJECT,Basic Science and Technology
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1(Basic Science),REVISION OF TERM WORK,REVISION OF TERM WORK
(IT),REVISION OF TERM WORK,REVISION OF TERM WORK
(PHE),Game,"At the end of the lesson, pupils should be able to i. list the basic skills in Basket ball ii. explain some skills mentioned iii. perform the skills mentioned"
2(Basic Science),Loamy Soil -Meaning -Organisms in the sample of the soil -Properües ofsandysoil,"At the end ofthe lesson, pupils should be able to: i. collect and identify soil type (loamy); ii. examine to identify the organisms in the soil iii, describe the texture, colour and size ofthe soil particles"
(IT),Setting of a computer -Definition a workstation -Procedures of setting up a workstation,"At the end ofthe lesson, pupils should be able to: i. describe the term”Workstation” and execute the procedures in setting up a workstation"
(PHE),Game,"At the end of the lesson, pupils should be able to i.identify basket ball ii.perform the skill bouncing in basketball"
3Basic Science),Clay Soil Meaning -Organisms in the sample of the soil -Properües of clay soil,"At the end of the lesson, pupils should be able to: i. collect and identifysoil type(loamy) ii. examine to identifythe organisms in the soil iii. describe the texture, colour and size of the soil particles"
(IT),Setting up of a computer -Definitiona workstation -Procedures of setting up a workstation,"At the end ofthe lesson, pupils should be able to: -Describe the term”Workstation” and execute the procedures in setting up a workstation"
(PHE),Game,"At the end of the lesson, pupils should be able to l.identify basket ball 2.perform the skill bouncing in basketball"
4(Basic Science),Clay: -Meaning -Materials and procedures -Use of clay- moulding,Pupils should be able to: i. say the meaning of clay; ii. identify materials and procedures to make clay; iii. describe the use clay for moulding iv. explains what clay is used for
(IT),Identification of Icons and theirs uses -Recycle bin -Windows start up File explorer -Media player icon Browser icon etc.,Pupils should be able to: i. Identifythe icons on the monitor and articulate their uses.
(PHE),Game,"At the end ofthelesson, pupils should be able to: i. 1mitate movement and sounds made by people ii. Animals iiiMachine around them,"
5(Basic Science),Clay- Practical -Molding with clay,"At the end of the lesson, pupils should be able to: i. identify materials for moulding using clay, ii, Identify and describe items that can be moulded with clay; iii, mould objects with clay."
(IT),Identification of Icons and theirs uses -Recycle bin -Windows start up -File explorer -Media player icon -Browser icon etc.,"At the end of the lesson, pupils should be able to: i. Identification of Icons and theirs uses -Recycle bin -Windows start up -File explorer"
(PHE),Safety in Basketball,"At the end of the lesson, pupils should be able to i.state the safety rules in basket ball ii.explain the safety rules in basketball"
6(Basic Science),Plants -Features of plants -Groups of plants based on features,"At the end of the lesson, pupils should be able to: i. locate and identify common plants in their school compound; ii. trace the leaves of plants on plasticine or clay; iii. examine the identified plants to describe their features (texture, shape, size and colour) of leaves; i iv, group plants based on their features"
(IT),Classification of computers by size -Mainframe -Super,"At the end ofåe lesson, pupils should be able to Explain mainframe and super computers"
(PHE),Swimming,"At the end of the lesson, pupils should be able to i. Idenüfy skills in swimming ii. exlain tie skills in swimming"
7,MID.TERM ASSESSMENT,MID.TERM ASSESSMENT
8(Basic Science),Plants -Common uses of plants -Groups of plants based on uses,"At the end of the lesson, pupils should be able to: i. identify the common uses of plants (for food, beautification, building, furniture, shade; ii. medicine examine other uses of plants iii. group plants based on their uses"
(IT),Classification of computers by size -Mainframe -Super,"At the end of the lesson, pupils should be able to: i. Explain mainframe and super computers"
(PHE),Safety rules in Swimming,"At the end of the lesson, pupils should be able to: Explain mainframe and super computers"
9(Basic Science),Animals -Common animals in the surroundings -Features of animals Behavior of animals -Groups animals,"At the end of the lesson, pupils should be able to: i. locate and identify common animals in their school compound and surroundings ii. examine the observable features of animals iii. group plants based on their features and behaviour."
(IT),Classification of computers by size -Mini -Micro,"At the end of the lesson, pupils should be able to: Explain mini and micro computers"
(PHE),Swimming,"At the end of the lesson, pupils should be able to i. List the skills in swimming e.g. free style, butter fly stroke, breast stroke e,t.c ii. .Demonstrate skills in swimming"
10(Basic Science),Animals Common uses of animals,"At the end ofthe lesson, pupils should be able to: i. identify the common uses of animals (for food, bags, hide and skins, etc) ii. describe other uses of animals (making money, security, sport etc iii. explain the things needed for proper care of animals iv. demonstrate the correct ways of taking care of animals"
(IT),Classification of computer by size -Mini -Micro,"At the end of the lesson, pupils should be able to: Explain mini and micro computers"
,REVISION,REVISION
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
,,
