0,1,2
,CLASS,Primary/Basic 4
,SUBJECTS,Basic Science and Technology
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,READINESS TEST AND REVISION OF SECOND TERM’S WORK,READINESS TEST AND REVISION OF SECOND TERM’S WORK
2(Basic Science),"SHAPE CONSTRUCTION WITH WOOD OR METAL -Tools used in shape construction such as Cutting tool. -Shape constructions methods: folding, bending","By the end of the lesson, pupils should be able to: i. Identify and state the tools used in shape constructions; ii. describe different shape construction methods. iii. construct an object using metal or wood."
PHE,ATHLETICS: Types of relay races -4x100m 4400m -medley relay,"By the end of the lesson, pupils should be able to: i. List the skills involved in track events such as relay."
IT,Data processing Meaning of data Uses and types of data,"By the end of the lesson, pupils should be able to: Define data Outline uses and types of data"
3(Basic Science),"TYPES OF BUILDING -Definition of building Materials needed for building -Types of building special buildings, public building, e.g religious buildings, court house, prison, market etc,","By the end of the lesson, pupils should be able to: i. define the tem building; ii. dentfy and explain the need for buildings iii. identify and describe different materials used for building,’ iv. classify different types of buildings as related to their purposes."
PHE,RELAY SKILLS: -Baton grip -Take off -Non visual take over -Exchange,"By the end of the lesson, pupils should be able to: i. perform the skills involv in track events such as relay"
IT,Information -Meaning of information -Uses and types of information,"By the end of the lesson, pupils should bc able to: i. Explain information ii. Outline uses and types of information"
4(Basic Science),VEHICLES -Meaning of vehicles -Different types of vehicles -External part of vehicle -Uses and disadvantages of vehicle,"By the end of the lesson, pupils should be able to: i. state what a vehicle is; identify different typos of vehicle; iii. show different parts of vehicle(external parts); iv. explain tho uses and disadvantages of a car; v, draw a vehicle and label its extemal"
PHE,VOLLEYBALL -Volleyball skills digging volleying setting smashing spiking,"By the end of the lesson, pupils should be able to: i. List the skills in volleyball. ii Perform the skills in volleyball and count scores,"
IT,Information -Meaning of information -Uses and types of information,"By the end of the lesson, pupils should be able to: i. Explain information ii. Outline uses and types of information"
5(Basic Science),"FORMS OF ENERGY -Concept of enery – Forms of energy -Uses of energy -Sources of energy e.g sun, tides, waves, fuel, water","By the end of the lesson, pupils should be able to: i. explain the term energy; ii. describe the forms of energy; iii. state the uses of energy; iv. outline the sources of energy, v. compare the different forms of energy"
PHE,SWIMMING i. Types of swimming stroke breast stroke butterfly frontcrawl ii. Safety rules,"By the end of the lesson, pupils should be able to: i. list the types of strokes in swimming ii. perform some of lhe strokes in swimming. iii. list the safety rules in swimming."
IT,SOURCES OF INFORMATION -Telivision -Radio -Newspaper -Social media etc,"By the end of the lesson, pupils should be able to: i. Explain source of infomation ii. Outline sources of information and their uses iii. Justify the use"
6(Basic Science),FOOD(CLASSES AND USE) -Classes of food -Uses of food – Adequate diet(Balanced Diet),"By the end of the lesson, pupils should be able to: i. name the different classes of food; ii. classify food as related to their uses; iii. discuss adequate diet(balanced diet)"
PHE,"PATHOGENS AND DISEASES -Meaning of pathogens -Types of pathogens- bacteria, fungi, virus, protozoa, -Meaning of diseases and types of diseases -Communicable and Non-communicable diseases","By the end of the lesson, pupils should be able to: i. explain the meaning of pathogens ii. list the types of pathogens iii. list types of diseases iv. differentiate between pathogens and diseases v. differentiate between communicable and non-communicable diseases"
IT,Microsoft Powerpoint -Toolbar,"By the end of the lesson, pupils should be able to: i. identify various tools on the toolbar and their functions"
7,MID TERM BREAK,MID TERM BREAK
8(Basic Science),Harmful foods -Meaning of hamful foods. -Examples of harmful foods,"By end of the lesson, pupils should be able to: i. explain the meaning of harmful foods; ii. state examples of harmful foods;"
PHE,SPREAD OF DISEASES i. Ways by which diseases are spread -Air -Food -Insect -Body contact ii. Examples of diseases spread by the following agents: -Air Tuberculosis -Food Diarrhoea -Insect Malaria -Bod contact Scabies,"By end of the lesson, pupils should be able to i. describe the ways diseases are spread ii. list examples of diseases spread by different agents"
IT,Launching of Microsoft Excel,"By end of the lesson, pupils should be able to i. locate and lunch microsoft excel"
9(Basic Science),"THE DIGESTIVE SYSTEM -Meaning of digestion -Digesteive organs(mouth, tongue, the stomach, small intestine, large intestine) -Digestion of food","By end of the lesson, pupils should be able to: i. state the meaning of digestion ii. identify the digestive organs iii. show how food is digested iv. relate the importance of digestion to a healthy human"
PHE,DISEASE PREVENTIVE MEASURES,"By end of the lesson, pupils should be able to: i. discuss concept of disease ii. identify between signs and symptoms of disease iii. investigate preventive measures of diseases"
IT,Introduction to Programming Languages -Visual based programming languages -Text based programming languages,"By end of the lesson, pupils should be able to: i. explain visual and text based programming languages and their differences"
10(Basic Science),"HUMAN BODY (THE MOUTH) -The tongue, the lips","By end of the lesson, pupils should be able to: i. recognize tongue and lips ii. examine the part of the tongue and their uses iii. draw the tongue and lips"
PHE,DRUG EDUCATION -Drug uses and their consequences -Ways of taking drugs i. through mouth ii. rubbing on skin iii. injection iv. inhaling -Alcohol and tobacco i. description of alchohol ii. types of alchoholic drinks,"By end of the lesson, pupils should be able to: i. list the ways drugs can be taken into the body ii. differentiate between alchohol and tobacco iii. state the reason why people drink and smoke iv. differntiate between the effect of alchohol and tobacco on the human body"
IT,Search Programming – the 3S of search,"By end of the lesson, pupils should be able to: i. identify the component part of the search interface"
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
