0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Basic Science and Technology
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Rediness Test/ Revision Test for First Term Work,Rediness Test/ Revision Test for First Term Work
2(Basic Science),SOIL -Meaning of soil -Types of soil -Soil Constituent – Uses of soil,"By the end of the lesson, pupils should be able to: i. explain the meaning of soil ii. classify different types of soil iii. generate soil constituent iv. explain the importance of soil, agriculture, building etc"
PHE,"TRACK EVENT -Long distance races i. types of long distance races. 300m, 500m ii. steeple chase in long distance races -standing -take off -running -arm action -finish","By the end of the lesson, pupils should be able to: i. list the types of long distance races ii. mention skills in long distance races iii. demonstrate long distance races"
IT,Typing and Saving on Microsoft Powerpoint,"By the end of the lesson, pupils should be able to: i. type and save a composition about themselves"
3(Basic Science),SOIL(II) GROWING OF PLANTS -Soil preparation -Planting and nurturing of plants,"By the end of the lesson, pupils should be able to: i. explain soil preparation ii. explainhow plants are planted and nurtured"
PHE,"TRACK EVENT -Long distance races i. types of long distance races. 300m, 500m ii. steeple chase in long distance races -standing -take off -running -arm action -finish","By the end of the lesson, pupils should be able to: i. list the types of long distance races ii. mention skills in long distance races iii. demonstrate long distance races"
IT,Typing and saving on Microsoft Power Point,Type and save a short composition about themselves
4(Basic Science),SOIL (Il): GROWING OF PLANTS -Plant preparation. -Planting and nurturing of plants.,"By the end of the lesson, pupils should be able to: i. explain soil preparation; ii. write how crops are planted and nurtured."
PHE,ENVIRONMENTAL HEALTH I. Meaning of waste disposal -Sewage disposal -Refuse disposal,"By the end of the lesson, pupils should be able to: i. Define waste disposal ii. Mention types of waste disposal iii. Explain the types of waste disposal"
IT,Formatting,"By the end of the lesson, pupils should be able to: i. Load the saved composition and format it"
5(Basic Science),"MIXTURE -Definition of mixture -Examples of common mixtures: cereal and milk, flour and butter. cream and sugar, coffee and cream, and tea. -Examples of other mixtures: Dirt and water, sand, water and gravel, smoke and fog. -Reason for mixtures: fomation of new things and materials","By the end of the lesson, pupils should be able to: i. explain the meaning of mixture; ii. enumerate examples of common mixtures; iii. discuss other examples of mixtures, iv. Explain how mixtures form new things and materials."
PHE,"Physical fitness -Meaning of physical fitness -Physical fitness -Exercises e.g. Push, squat, bend, sit up etc.","By the end of the lesson, pupils should be able to: i. Define Physical Fitness ii. Mention types ofexercises in physical fitness iii. list the importance of physical fitness iv. Demonstrate physical fitness exercise"
IT,Virus -Types of Virus -Causes of Virus,"By the end of the lesson, pupils should be able to: i. Explain virus ii. Outline the different types of virus and their causes"
6(Basic Science),TECHNOLOGY(I) -Definition of technology -Importance of technology,"By the end of the lesson, pupils should be able to: i. State the meaning of technology; ii. Write out the importance of technology"
PHE,"Games: Basketball Skills: -Dribbling, -Bouncing, -Throwing, -catting, -Passing","By the end of the lesson, pupils should be able to: i. mention the Skills in basketball game ii. demonstrate the skills in basket ball game"
IT,-Anti- virus -Types of anti -virus,"By the end of the lesson, pupils should be able to: i. Explain anti – virus ii. Outline the different types of anti virus"
7,MID TERM BREAK,MID TERM BREAK
8(Basic Science),TECHNOLOGY(II) Products of technology,"By the end of the lesson, pupils should be able to: i. mention and identify the products of technology; ii. draw some products of technology; iii. give examples of some inventors and the technology they invented."
PHE,Game (Basketball Court) Rules Regulations Officials,"By the end of the lesson, pupils should be able to: i. mention the rules governing the game of basketball ii. List officials in basketball game"
IT,Wnat is coding? should I leam to code?,"By the end of the lesson, pupils should be able to: i. describe coding, and why it is important to learn it."
9(Basic Science),MEASUREMENT (MEASURING LIQUIDS). -Materials for measuring liquids. -Metric units for measuring liquids: mm -Measurin the volume off uids. -improvise a measuring cylinde,"By the end of the lesson, pupils should be able to i. identify materials for measuring liquids; ii. enumerate the metnc units of volume; iii. measure liquids accurately; iv. improvise a measunng cylinder with estimated scales for volumes in metric units."
PHE,"GYMNASTICS: Basic Movement in gymnastics, -Walking. -Running, -Hopping, -Jumping, -Twisting Apparatus activities, -Swinging, bars. Floor and Box activities Walking: beam balance -parallel bar mmel horse","By the end of tho lesson, pupils should be able to: i. Mention floor activities ii. Mention apparatus activities iii. Demonstrate floor and apparatus activities"
IT,Coding What is coding? Why should I learn to code?,"By the end of the lesson, pupils should be able to: i. describe coding, and why it is important to leam It"
10(Basic Science),MEASUREMENT (MEASURING SOLIDS AND TIME) Matenals for measuring solids and time. -Metric units for measuring solids and time -Measuring solids and time.,"By the end of the lesson, pupils should be able to: i. identify materials for measuring solids and time; ii. state the metric units of weight and time; iii. measure solids and time accurately;"
PHE,FOOD/NUTRITION -Meaning of Nutrition -Importance of Nutrition -Nutritional deficiency (i)Kwashiorkor (ii)Rick etc. (iii) pelegra,By the end of the lesson pupils should be able b: i. Define Nutrition ii. State the Importance of Nutrition iii. Mention Diseases that are associated with insufficient nutrients
IT,Use of Coding,"By the end of the lesson, pupils shoul be able to: i. Explain tho use of coding In relations to what students can relate with such as Computer, Game, Website, Application etc"
11(Basic Science),"SHAPE CONSRUCTION WITH PAPER(I) -Concept of shape construction -Materials for shape construction. (paper, metal and wood) Construction of shapes using paper","By the end ofthe lesson, pupils should be able to: i. explain the meaning of shape construction; ii. write out the materials used for shape construction: iii. construct shapes using paper."
PHE,SAFETY AT HOME AND SCHOOL -Home -School to and from,"By the end of the lesson, pupils should be able to: i. Define safety ii. state different types of safety measures at home school"
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
